good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Tu dois nettoyer cette chaise grande.;Tu dois nettoyer cette chaise grand.;grande;grand;grande;adjective_noun_agreement
Je vois cette voiture très nouvelle aujourd'hui.;Je vois cette voiture très nouvelles aujourd'hui.;nouvelle;nouvelles;nouvelle;adjective_noun_agreement
Elle aime ce bureau qui est rouge.;Elle aime ce bureau qui est rouges.;rouge;rouges;rouge;adjective_noun_agreement
Hier, j'ai vu ces vélos si petits.;Hier, j'ai vu ces vélos si petite.;petits;petite;petits;adjective_noun_agreement
Elle aime ces tables qui est nouvelles.;Elle aime ces tables qui est nouveau.;nouvelles;nouveau;nouvelles;adjective_noun_agreement
Voici cette télévision vraiment grande.;Voici cette télévision vraiment grand.;grande;grand;grande;adjective_noun_agreement
Nous avons acheté cette porte très nouvelle.;Nous avons acheté cette porte très nouveaux.;nouvelle;nouveaux;nouvelle;adjective_noun_agreement
As-tu remarqué ces tables si petites?;As-tu remarqué ces tables si petit?;petites;petit;petites;adjective_noun_agreement
Hier, j'ai vu ce chat si nouveau.;Hier, j'ai vu ce chat si nouvelle.;nouveau;nouvelle;nouveau;adjective_noun_agreement
Voici ces maisons vraiment heureuses.;Voici ces maisons vraiment heureux.;heureuses;heureux;heureuses;adjective_noun_agreement
Voici ces robes vraiment bleues.;Voici ces robes vraiment bleu.;bleues;bleu;bleues;adjective_noun_agreement
Hier, j'ai vu ces livres si grands.;Hier, j'ai vu ces livres si grande.;grands;grande;grands;adjective_noun_agreement
Elle aime ces livres qui est heureux.;Elle aime ces livres qui est heureuses.;heureux;heureuses;heureux;adjective_noun_agreement
ce chien est nouveau.;ce chien est nouvelles.;nouveau;nouvelles;nouveau;adjective_noun_agreement
As-tu remarqué ce chat si grand?;As-tu remarqué ce chat si grande?;grand;grande;grand;adjective_noun_agreement
As-tu remarqué ces robes si intelligentes?;As-tu remarqué ces robes si intelligents?;intelligentes;intelligents;intelligentes;adjective_noun_agreement
Nous avons acheté cette chaise très vieille.;Nous avons acheté cette chaise très vieux.;vieille;vieux;vieille;adjective_noun_agreement
ces livres semble frais.;ces livres semble fraîche.;frais;fraîche;frais;adjective_noun_agreement
As-tu remarqué ces chaussures si fraîches?;As-tu remarqué ces chaussures si frais?;fraîches;frais;fraîches;adjective_noun_agreement
Elle aime cette voiture qui est grande.;Elle aime cette voiture qui est grandes.;grande;grandes;grande;adjective_noun_agreement
Ils ont trouvé cette porte très belle.;Ils ont trouvé cette porte très beaux.;belle;beaux;belle;adjective_noun_agreement
cette lampe semble intelligente.;cette lampe semble intelligentes.;intelligente;intelligentes;intelligente;adjective_noun_agreement
Elle aime ces chaussures qui est petites.;Elle aime ces chaussures qui est petite.;petites;petite;petites;adjective_noun_agreement
As-tu remarqué ces fenêtres si petites?;As-tu remarqué ces fenêtres si petit?;petites;petit;petites;adjective_noun_agreement
ces tables semble grandes.;ces tables semble grande.;grandes;grande;grandes;adjective_noun_agreement
Elle aime ce mur qui est frais.;Elle aime ce mur qui est fraîche.;frais;fraîche;frais;adjective_noun_agreement
Voici ce bureau vraiment grand.;Voici ce bureau vraiment grande.;grand;grande;grand;adjective_noun_agreement
As-tu remarqué ce chien si bleu?;As-tu remarqué ce chien si bleues?;bleu;bleues;bleu;adjective_noun_agreement
ces robes est vieilles.;ces robes est vieux.;vieilles;vieux;vieilles;adjective_noun_agreement
As-tu remarqué ce chien si rouge?;As-tu remarqué ce chien si rouges?;rouge;rouges;rouge;adjective_noun_agreement
Voici ce mur vraiment frais.;Voici ce mur vraiment fraîche.;frais;fraîche;frais;adjective_noun_agreement
Elle aime cette voiture qui est heureuse.;Elle aime cette voiture qui est heureux.;heureuse;heureux;heureuse;adjective_noun_agreement
ces stylos semble frais.;ces stylos semble fraîches.;frais;fraîches;frais;adjective_noun_agreement
Je vois cette porte très heureuse aujourd'hui.;Je vois cette porte très heureuses aujourd'hui.;heureuse;heureuses;heureuse;adjective_noun_agreement
Je vois cette chaise très bleue aujourd'hui.;Je vois cette chaise très bleus aujourd'hui.;bleue;bleus;bleue;adjective_noun_agreement
Hier, j'ai vu cette télévision si intelligente.;Hier, j'ai vu cette télévision si intelligent.;intelligente;intelligent;intelligente;adjective_noun_agreement
Voici cette chaise vraiment bleue.;Voici cette chaise vraiment bleu.;bleue;bleu;bleue;adjective_noun_agreement
Hier, j'ai vu ce canapé si bleu.;Hier, j'ai vu ce canapé si bleue.;bleu;bleue;bleu;adjective_noun_agreement
Voici ces fenêtres vraiment belles.;Voici ces fenêtres vraiment belle.;belles;belle;belles;adjective_noun_agreement
cette télévision est rouge.;cette télévision est rouges.;rouge;rouges;rouge;adjective_noun_agreement
Hier, j'ai vu ces rideaux si rouges.;Hier, j'ai vu ces rideaux si rouge.;rouges;rouge;rouges;adjective_noun_agreement
Voici cette porte vraiment petite.;Voici cette porte vraiment petites.;petite;petites;petite;adjective_noun_agreement
Je vois ces maisons très fraîches aujourd'hui.;Je vois ces maisons très fraîche aujourd'hui.;fraîches;fraîche;fraîches;adjective_noun_agreement
Ils ont trouvé ces chaussures très petites.;Ils ont trouvé ces chaussures très petits.;petites;petits;petites;adjective_noun_agreement
Voici cette voiture vraiment bleue.;Voici cette voiture vraiment bleu.;bleue;bleu;bleue;adjective_noun_agreement
Ils ont trouvé ces maisons très intelligentes.;Ils ont trouvé ces maisons très intelligent.;intelligentes;intelligent;intelligentes;adjective_noun_agreement
As-tu remarqué ce chien si beau?;As-tu remarqué ce chien si belle?;beau;belle;beau;adjective_noun_agreement
Tu dois nettoyer ce bureau petit.;Tu dois nettoyer ce bureau petits.;petit;petits;petit;adjective_noun_agreement
ces rideaux semble intelligents.;ces rideaux semble intelligent.;intelligents;intelligent;intelligents;adjective_noun_agreement
Nous avons acheté ces vélos très beaux.;Nous avons acheté ces vélos très belles.;beaux;belles;beaux;adjective_noun_agreement
Je vois cette voiture très fraîche aujourd'hui.;Je vois cette voiture très fraîches aujourd'hui.;fraîche;fraîches;fraîche;adjective_noun_agreement
Nous avons acheté ces vélos très heureux.;Nous avons acheté ces vélos très heureuses.;heureux;heureuses;heureux;adjective_noun_agreement
As-tu remarqué cette lampe si belle?;As-tu remarqué cette lampe si belles?;belle;belles;belle;adjective_noun_agreement
Nous avons acheté ces maisons très nouvelles.;Nous avons acheté ces maisons très nouvelle.;nouvelles;nouvelle;nouvelles;adjective_noun_agreement
Nous avons acheté ces robes très intelligentes.;Nous avons acheté ces robes très intelligente.;intelligentes;intelligente;intelligentes;adjective_noun_agreement
As-tu remarqué ces maisons si belles?;As-tu remarqué ces maisons si beau?;belles;beau;belles;adjective_noun_agreement
ces fenêtres est nouvelles.;ces fenêtres est nouveau.;nouvelles;nouveau;nouvelles;adjective_noun_agreement
Nous avons acheté ces fenêtres très heureuses.;Nous avons acheté ces fenêtres très heureux.;heureuses;heureux;heureuses;adjective_noun_agreement
ces livres est beaux.;ces livres est belle.;beaux;belle;beaux;adjective_noun_agreement
Je vois ce bureau très vieux aujourd'hui.;Je vois ce bureau très vieilles aujourd'hui.;vieux;vieilles;vieux;adjective_noun_agreement
Voici ces maisons vraiment vieilles.;Voici ces maisons vraiment vieux.;vieilles;vieux;vieilles;adjective_noun_agreement
ces tables semble grandes.;ces tables semble grand.;grandes;grand;grandes;adjective_noun_agreement
Hier, j'ai vu cette télévision si grande.;Hier, j'ai vu cette télévision si grands.;grande;grands;grande;adjective_noun_agreement
Tu dois nettoyer ces fenêtres bleues.;Tu dois nettoyer ces fenêtres bleue.;bleues;bleue;bleues;adjective_noun_agreement
Hier, j'ai vu ce chien si nouveau.;Hier, j'ai vu ce chien si nouvelle.;nouveau;nouvelle;nouveau;adjective_noun_agreement
Voici ces vélos vraiment bleus.;Voici ces vélos vraiment bleues.;bleus;bleues;bleus;adjective_noun_agreement
Elle aime ces maisons qui est grandes.;Elle aime ces maisons qui est grande.;grandes;grande;grandes;adjective_noun_agreement
Elle aime ces stylos qui est petits.;Elle aime ces stylos qui est petite.;petits;petite;petits;adjective_noun_agreement
Hier, j'ai vu ce chien si intelligent.;Hier, j'ai vu ce chien si intelligente.;intelligent;intelligente;intelligent;adjective_noun_agreement
Je vois ces stylos très intelligents aujourd'hui.;Je vois ces stylos très intelligentes aujourd'hui.;intelligents;intelligentes;intelligents;adjective_noun_agreement
ce chat semble grand.;ce chat semble grandes.;grand;grandes;grand;adjective_noun_agreement
Je vois ces ordinateurs très nouveaux aujourd'hui.;Je vois ces ordinateurs très nouveau aujourd'hui.;nouveaux;nouveau;nouveaux;adjective_noun_agreement
Ils ont trouvé cette lampe très grande.;Ils ont trouvé cette lampe très grand.;grande;grand;grande;adjective_noun_agreement
Hier, j'ai vu cette télévision si fraîche.;Hier, j'ai vu cette télévision si fraîches.;fraîche;fraîches;fraîche;adjective_noun_agreement
Elle aime ces tables qui est vieilles.;Elle aime ces tables qui est vieille.;vieilles;vieille;vieilles;adjective_noun_agreement
Hier, j'ai vu cette voiture si fraîche.;Hier, j'ai vu cette voiture si fraîches.;fraîche;fraîches;fraîche;adjective_noun_agreement
Tu dois nettoyer ces chaussures intelligentes.;Tu dois nettoyer ces chaussures intelligente.;intelligentes;intelligente;intelligentes;adjective_noun_agreement
ces livres est grands.;ces livres est grandes.;grands;grandes;grands;adjective_noun_agreement
Tu dois nettoyer ce bureau frais.;Tu dois nettoyer ce bureau fraîches.;frais;fraîches;frais;adjective_noun_agreement
ce canapé est intelligent.;ce canapé est intelligente.;intelligent;intelligente;intelligent;adjective_noun_agreement
Hier, j'ai vu ces livres si bleus.;Hier, j'ai vu ces livres si bleues.;bleus;bleues;bleus;adjective_noun_agreement
Voici ce chien vraiment petit.;Voici ce chien vraiment petites.;petit;petites;petit;adjective_noun_agreement
Tu dois nettoyer ces robes nouvelles.;Tu dois nettoyer ces robes nouvelle.;nouvelles;nouvelle;nouvelles;adjective_noun_agreement
Nous avons acheté ces livres très heureux.;Nous avons acheté ces livres très heureuse.;heureux;heureuse;heureux;adjective_noun_agreement
ce chien semble rouge.;ce chien semble rouges.;rouge;rouges;rouge;adjective_noun_agreement
Ils ont trouvé ces livres très beaux.;Ils ont trouvé ces livres très belle.;beaux;belle;beaux;adjective_noun_agreement
As-tu remarqué ces ordinateurs si petits?;As-tu remarqué ces ordinateurs si petite?;petits;petite;petits;adjective_noun_agreement
ce chien est grand.;ce chien est grands.;grand;grands;grand;adjective_noun_agreement
Voici cette télévision vraiment grande.;Voici cette télévision vraiment grandes.;grande;grandes;grande;adjective_noun_agreement
As-tu remarqué ces maisons si bleues?;As-tu remarqué ces maisons si bleus?;bleues;bleus;bleues;adjective_noun_agreement
ces stylos est nouveaux.;ces stylos est nouvelles.;nouveaux;nouvelles;nouveaux;adjective_noun_agreement
Elle aime cette chaise qui est vieille.;Elle aime cette chaise qui est vieux.;vieille;vieux;vieille;adjective_noun_agreement
ce bureau semble beau.;ce bureau semble belles.;beau;belles;beau;adjective_noun_agreement
Hier, j'ai vu ce mur si nouveau.;Hier, j'ai vu ce mur si nouvelles.;nouveau;nouvelles;nouveau;adjective_noun_agreement
Je vois ce mur très bleu aujourd'hui.;Je vois ce mur très bleus aujourd'hui.;bleu;bleus;bleu;adjective_noun_agreement
As-tu remarqué ces maisons si heureuses?;As-tu remarqué ces maisons si heureuse?;heureuses;heureuse;heureuses;adjective_noun_agreement
ce chat est grand.;ce chat est grands.;grand;grands;grand;adjective_noun_agreement
ces rideaux est intelligents.;ces rideaux est intelligente.;intelligents;intelligente;intelligents;adjective_noun_agreement
Ils ont trouvé cette télévision très petite.;Ils ont trouvé cette télévision très petit.;petite;petit;petite;adjective_noun_agreement
Tu dois nettoyer ces ordinateurs intelligents.;Tu dois nettoyer ces ordinateurs intelligente.;intelligents;intelligente;intelligents;adjective_noun_agreement
Nous avons acheté ces ordinateurs très rouges.;Nous avons acheté ces ordinateurs très rouge.;rouges;rouge;rouges;adjective_noun_agreement
As-tu remarqué cette voiture si nouvelle?;As-tu remarqué cette voiture si nouveau?;nouvelle;nouveau;nouvelle;adjective_noun_agreement
Voici ces vélos vraiment frais.;Voici ces vélos vraiment fraîches.;frais;fraîches;frais;adjective_noun_agreement
As-tu remarqué ces robes si nouvelles?;As-tu remarqué ces robes si nouveau?;nouvelles;nouveau;nouvelles;adjective_noun_agreement
ces livres semble bleus.;ces livres semble bleue.;bleus;bleue;bleus;adjective_noun_agreement
Voici ces stylos vraiment petits.;Voici ces stylos vraiment petites.;petits;petites;petits;adjective_noun_agreement
Ils ont trouvé ces chaussures très intelligentes.;Ils ont trouvé ces chaussures très intelligents.;intelligentes;intelligents;intelligentes;adjective_noun_agreement
Ils ont trouvé ces chaussures très intelligentes.;Ils ont trouvé ces chaussures très intelligente.;intelligentes;intelligente;intelligentes;adjective_noun_agreement
Ils ont trouvé ce canapé très beau.;Ils ont trouvé ce canapé très belle.;beau;belle;beau;adjective_noun_agreement
Hier, j'ai vu ces chaussures si belles.;Hier, j'ai vu ces chaussures si beaux.;belles;beaux;belles;adjective_noun_agreement
Je vois ces ordinateurs très intelligents aujourd'hui.;Je vois ces ordinateurs très intelligentes aujourd'hui.;intelligents;intelligentes;intelligents;adjective_noun_agreement
Voici cette voiture vraiment fraîche.;Voici cette voiture vraiment frais.;fraîche;frais;fraîche;adjective_noun_agreement
Ils ont trouvé ce canapé très nouveau.;Ils ont trouvé ce canapé très nouvelles.;nouveau;nouvelles;nouveau;adjective_noun_agreement
Nous avons acheté ces rideaux très bleus.;Nous avons acheté ces rideaux très bleue.;bleus;bleue;bleus;adjective_noun_agreement
Nous avons acheté ce bureau très nouveau.;Nous avons acheté ce bureau très nouvelles.;nouveau;nouvelles;nouveau;adjective_noun_agreement
ces rideaux est intelligents.;ces rideaux est intelligent.;intelligents;intelligent;intelligents;adjective_noun_agreement
As-tu remarqué cette porte si vieille?;As-tu remarqué cette porte si vieux?;vieille;vieux;vieille;adjective_noun_agreement
As-tu remarqué ces robes si bleues?;As-tu remarqué ces robes si bleue?;bleues;bleue;bleues;adjective_noun_agreement
Tu dois nettoyer ces maisons rouges.;Tu dois nettoyer ces maisons rouge.;rouges;rouge;rouges;adjective_noun_agreement
Je vois cette télévision très bleue aujourd'hui.;Je vois cette télévision très bleu aujourd'hui.;bleue;bleu;bleue;adjective_noun_agreement
As-tu remarqué ces tables si heureuses?;As-tu remarqué ces tables si heureux?;heureuses;heureux;heureuses;adjective_noun_agreement
Elle aime ces chaussures qui est vieilles.;Elle aime ces chaussures qui est vieille.;vieilles;vieille;vieilles;adjective_noun_agreement
Hier, j'ai vu ces rideaux si petits.;Hier, j'ai vu ces rideaux si petites.;petits;petites;petits;adjective_noun_agreement
Voici ces livres vraiment intelligents.;Voici ces livres vraiment intelligente.;intelligents;intelligente;intelligents;adjective_noun_agreement
As-tu remarqué cette télévision si fraîche?;As-tu remarqué cette télévision si fraîches?;fraîche;fraîches;fraîche;adjective_noun_agreement
Tu dois nettoyer ces livres frais.;Tu dois nettoyer ces livres fraîches.;frais;fraîches;frais;adjective_noun_agreement
Ils ont trouvé ces rideaux très petits.;Ils ont trouvé ces rideaux très petites.;petits;petites;petits;adjective_noun_agreement
Hier, j'ai vu ces rideaux si petits.;Hier, j'ai vu ces rideaux si petite.;petits;petite;petits;adjective_noun_agreement
Tu dois nettoyer ce chien rouge.;Tu dois nettoyer ce chien rouges.;rouge;rouges;rouge;adjective_noun_agreement
Hier, j'ai vu cette télévision si grande.;Hier, j'ai vu cette télévision si grandes.;grande;grandes;grande;adjective_noun_agreement
ces ordinateurs semble grands.;ces ordinateurs semble grande.;grands;grande;grands;adjective_noun_agreement
Je vois ces maisons très bleues aujourd'hui.;Je vois ces maisons très bleue aujourd'hui.;bleues;bleue;bleues;adjective_noun_agreement
Nous avons acheté cette chaise très rouge.;Nous avons acheté cette chaise très rouges.;rouge;rouges;rouge;adjective_noun_agreement
As-tu remarqué cette voiture si intelligente?;As-tu remarqué cette voiture si intelligents?;intelligente;intelligents;intelligente;adjective_noun_agreement
Ils ont trouvé cette porte très intelligente.;Ils ont trouvé cette porte très intelligent.;intelligente;intelligent;intelligente;adjective_noun_agreement
Je vois ce chien très heureux aujourd'hui.;Je vois ce chien très heureuse aujourd'hui.;heureux;heureuse;heureux;adjective_noun_agreement
Hier, j'ai vu ce chien si grand.;Hier, j'ai vu ce chien si grande.;grand;grande;grand;adjective_noun_agreement
Voici cette lampe vraiment rouge.;Voici cette lampe vraiment rouges.;rouge;rouges;rouge;adjective_noun_agreement
Hier, j'ai vu ces stylos si intelligents.;Hier, j'ai vu ces stylos si intelligent.;intelligents;intelligent;intelligents;adjective_noun_agreement
Tu dois nettoyer cette voiture intelligente.;Tu dois nettoyer cette voiture intelligents.;intelligente;intelligents;intelligente;adjective_noun_agreement
Voici ces stylos vraiment beaux.;Voici ces stylos vraiment beau.;beaux;beau;beaux;adjective_noun_agreement
ces maisons est bleues.;ces maisons est bleue.;bleues;bleue;bleues;adjective_noun_agreement
Hier, j'ai vu ce bureau si intelligent.;Hier, j'ai vu ce bureau si intelligente.;intelligent;intelligente;intelligent;adjective_noun_agreement
ces livres est frais.;ces livres est fraîches.;frais;fraîches;frais;adjective_noun_agreement
Voici cette porte vraiment intelligente.;Voici cette porte vraiment intelligentes.;intelligente;intelligentes;intelligente;adjective_noun_agreement
cette chaise semble petite.;cette chaise semble petits.;petite;petits;petite;adjective_noun_agreement
ce canapé semble rouge.;ce canapé semble rouges.;rouge;rouges;rouge;adjective_noun_agreement
ces robes semble fraîches.;ces robes semble frais.;fraîches;frais;fraîches;adjective_noun_agreement
Hier, j'ai vu ces tables si heureuses.;Hier, j'ai vu ces tables si heureuse.;heureuses;heureuse;heureuses;adjective_noun_agreement
Voici cette chaise vraiment petite.;Voici cette chaise vraiment petit.;petite;petit;petite;adjective_noun_agreement
Tu dois nettoyer ces rideaux beaux.;Tu dois nettoyer ces rideaux beau.;beaux;beau;beaux;adjective_noun_agreement
As-tu remarqué ces tables si intelligentes?;As-tu remarqué ces tables si intelligente?;intelligentes;intelligente;intelligentes;adjective_noun_agreement
Voici ce bureau vraiment beau.;Voici ce bureau vraiment beaux.;beau;beaux;beau;adjective_noun_agreement
ces robes semble fraîches.;ces robes semble frais.;fraîches;frais;fraîches;adjective_noun_agreement
Nous avons acheté ces vélos très intelligents.;Nous avons acheté ces vélos très intelligentes.;intelligents;intelligentes;intelligents;adjective_noun_agreement
Elle aime cette chaise qui est vieille.;Elle aime cette chaise qui est vieux.;vieille;vieux;vieille;adjective_noun_agreement
Je vois ces stylos très bleus aujourd'hui.;Je vois ces stylos très bleue aujourd'hui.;bleus;bleue;bleus;adjective_noun_agreement
As-tu remarqué cette voiture si rouge?;As-tu remarqué cette voiture si rouges?;rouge;rouges;rouge;adjective_noun_agreement
Nous avons acheté ces livres très heureux.;Nous avons acheté ces livres très heureuses.;heureux;heureuses;heureux;adjective_noun_agreement
ces vélos est nouveaux.;ces vélos est nouvelles.;nouveaux;nouvelles;nouveaux;adjective_noun_agreement
ces robes est belles.;ces robes est belle.;belles;belle;belles;adjective_noun_agreement
ces livres semble grands.;ces livres semble grand.;grands;grand;grands;adjective_noun_agreement
Ils ont trouvé cette porte très rouge.;Ils ont trouvé cette porte très rouges.;rouge;rouges;rouge;adjective_noun_agreement
Ils ont trouvé ce chat très beau.;Ils ont trouvé ce chat très beaux.;beau;beaux;beau;adjective_noun_agreement
Elle aime ce chat qui est nouveau.;Elle aime ce chat qui est nouveaux.;nouveau;nouveaux;nouveau;adjective_noun_agreement
Nous avons acheté ce chat très intelligent.;Nous avons acheté ce chat très intelligents.;intelligent;intelligents;intelligent;adjective_noun_agreement
ce chat semble beau.;ce chat semble belles.;beau;belles;beau;adjective_noun_agreement
Voici cette lampe vraiment bleue.;Voici cette lampe vraiment bleu.;bleue;bleu;bleue;adjective_noun_agreement
As-tu remarqué cette chaise si fraîche?;As-tu remarqué cette chaise si frais?;fraîche;frais;fraîche;adjective_noun_agreement
Ils ont trouvé cette voiture très vieille.;Ils ont trouvé cette voiture très vieilles.;vieille;vieilles;vieille;adjective_noun_agreement
Elle aime cette voiture qui est fraîche.;Elle aime cette voiture qui est fraîches.;fraîche;fraîches;fraîche;adjective_noun_agreement
cette voiture est nouvelle.;cette voiture est nouvelles.;nouvelle;nouvelles;nouvelle;adjective_noun_agreement
As-tu remarqué ces livres si heureux?;As-tu remarqué ces livres si heureuse?;heureux;heureuse;heureux;adjective_noun_agreement
Tu dois nettoyer ces livres vieux.;Tu dois nettoyer ces livres vieilles.;vieux;vieilles;vieux;adjective_noun_agreement
Ils ont trouvé ces maisons très intelligentes.;Ils ont trouvé ces maisons très intelligente.;intelligentes;intelligente;intelligentes;adjective_noun_agreement
Nous avons acheté ces livres très rouges.;Nous avons acheté ces livres très rouge.;rouges;rouge;rouges;adjective_noun_agreement
Voici ce chien vraiment bleu.;Voici ce chien vraiment bleus.;bleu;bleus;bleu;adjective_noun_agreement
Hier, j'ai vu cette lampe si vieille.;Hier, j'ai vu cette lampe si vieux.;vieille;vieux;vieille;adjective_noun_agreement
ces vélos est intelligents.;ces vélos est intelligent.;intelligents;intelligent;intelligents;adjective_noun_agreement
Nous avons acheté ces fenêtres très grandes.;Nous avons acheté ces fenêtres très grande.;grandes;grande;grandes;adjective_noun_agreement
As-tu remarqué ces chaussures si belles?;As-tu remarqué ces chaussures si belle?;belles;belle;belles;adjective_noun_agreement
Voici ce mur vraiment intelligent.;Voici ce mur vraiment intelligente.;intelligent;intelligente;intelligent;adjective_noun_agreement
Hier, j'ai vu cette télévision si intelligente.;Hier, j'ai vu cette télévision si intelligentes.;intelligente;intelligentes;intelligente;adjective_noun_agreement
As-tu remarqué ces ordinateurs si nouveaux?;As-tu remarqué ces ordinateurs si nouveau?;nouveaux;nouveau;nouveaux;adjective_noun_agreement
Hier, j'ai vu cette voiture si rouge.;Hier, j'ai vu cette voiture si rouges.;rouge;rouges;rouge;adjective_noun_agreement
Elle aime ces stylos qui est bleus.;Elle aime ces stylos qui est bleu.;bleus;bleu;bleus;adjective_noun_agreement
Hier, j'ai vu ces robes si heureuses.;Hier, j'ai vu ces robes si heureuse.;heureuses;heureuse;heureuses;adjective_noun_agreement
ce bureau est bleu.;ce bureau est bleus.;bleu;bleus;bleu;adjective_noun_agreement
Voici ces livres vraiment petits.;Voici ces livres vraiment petites.;petits;petites;petits;adjective_noun_agreement
ce chat semble nouveau.;ce chat semble nouvelle.;nouveau;nouvelle;nouveau;adjective_noun_agreement
Ils ont trouvé ces ordinateurs très grands.;Ils ont trouvé ces ordinateurs très grand.;grands;grand;grands;adjective_noun_agreement
Tu dois nettoyer ces tables grandes.;Tu dois nettoyer ces tables grande.;grandes;grande;grandes;adjective_noun_agreement
Je vois ces livres très petits aujourd'hui.;Je vois ces livres très petites aujourd'hui.;petits;petites;petits;adjective_noun_agreement
As-tu remarqué ce chien si heureux?;As-tu remarqué ce chien si heureuses?;heureux;heureuses;heureux;adjective_noun_agreement
Elle aime ces livres qui est grands.;Elle aime ces livres qui est grand.;grands;grand;grands;adjective_noun_agreement
Voici cette chaise vraiment heureuse.;Voici cette chaise vraiment heureux.;heureuse;heureux;heureuse;adjective_noun_agreement
Nous avons acheté cette porte très fraîche.;Nous avons acheté cette porte très frais.;fraîche;frais;fraîche;adjective_noun_agreement
Nous avons acheté cette voiture très vieille.;Nous avons acheté cette voiture très vieilles.;vieille;vieilles;vieille;adjective_noun_agreement
Elle aime ces fenêtres qui est intelligentes.;Elle aime ces fenêtres qui est intelligent.;intelligentes;intelligent;intelligentes;adjective_noun_agreement
As-tu remarqué cette porte si grande?;As-tu remarqué cette porte si grands?;grande;grands;grande;adjective_noun_agreement
Je vois ces livres très petits aujourd'hui.;Je vois ces livres très petit aujourd'hui.;petits;petit;petits;adjective_noun_agreement
Ils ont trouvé cette lampe très fraîche.;Ils ont trouvé cette lampe très fraîches.;fraîche;fraîches;fraîche;adjective_noun_agreement
Voici ces chaussures vraiment rouges.;Voici ces chaussures vraiment rouge.;rouges;rouge;rouges;adjective_noun_agreement
Elle aime ces rideaux qui est bleus.;Elle aime ces rideaux qui est bleues.;bleus;bleues;bleus;adjective_noun_agreement
Ils ont trouvé cette chaise très vieille.;Ils ont trouvé cette chaise très vieux.;vieille;vieux;vieille;adjective_noun_agreement
As-tu remarqué ces livres si intelligents?;As-tu remarqué ces livres si intelligente?;intelligents;intelligente;intelligents;adjective_noun_agreement
Voici ce chat vraiment vieux.;Voici ce chat vraiment vieille.;vieux;vieille;vieux;adjective_noun_agreement
Ils ont trouvé ces robes très rouges.;Ils ont trouvé ces robes très rouge.;rouges;rouge;rouges;adjective_noun_agreement
Nous avons acheté ces maisons très heureuses.;Nous avons acheté ces maisons très heureuse.;heureuses;heureuse;heureuses;adjective_noun_agreement
Ils ont trouvé ces fenêtres très nouvelles.;Ils ont trouvé ces fenêtres très nouvelle.;nouvelles;nouvelle;nouvelles;adjective_noun_agreement
Elle aime ces ordinateurs qui est beaux.;Elle aime ces ordinateurs qui est beau.;beaux;beau;beaux;adjective_noun_agreement
Elle aime ces tables qui est fraîches.;Elle aime ces tables qui est frais.;fraîches;frais;fraîches;adjective_noun_agreement
Elle aime ces fenêtres qui est heureuses.;Elle aime ces fenêtres qui est heureux.;heureuses;heureux;heureuses;adjective_noun_agreement
Voici ces livres vraiment petits.;Voici ces livres vraiment petit.;petits;petit;petits;adjective_noun_agreement
Elle aime ces vélos qui est intelligents.;Elle aime ces vélos qui est intelligente.;intelligents;intelligente;intelligents;adjective_noun_agreement
ce mur semble beau.;ce mur semble belle.;beau;belle;beau;adjective_noun_agreement
Voici ces vélos vraiment petits.;Voici ces vélos vraiment petites.;petits;petites;petits;adjective_noun_agreement
Tu dois nettoyer cette chaise fraîche.;Tu dois nettoyer cette chaise frais.;fraîche;frais;fraîche;adjective_noun_agreement
Hier, j'ai vu ces livres si bleus.;Hier, j'ai vu ces livres si bleu.;bleus;bleu;bleus;adjective_noun_agreement
Elle aime ces rideaux qui est beaux.;Elle aime ces rideaux qui est belles.;beaux;belles;beaux;adjective_noun_agreement
Nous avons acheté ces rideaux très intelligents.;Nous avons acheté ces rideaux très intelligentes.;intelligents;intelligentes;intelligents;adjective_noun_agreement
Nous avons acheté ce chien très nouveau.;Nous avons acheté ce chien très nouvelle.;nouveau;nouvelle;nouveau;adjective_noun_agreement
Ils ont trouvé cette voiture très nouvelle.;Ils ont trouvé cette voiture très nouveaux.;nouvelle;nouveaux;nouvelle;adjective_noun_agreement
Ils ont trouvé cette télévision très nouvelle.;Ils ont trouvé cette télévision très nouveaux.;nouvelle;nouveaux;nouvelle;adjective_noun_agreement
As-tu remarqué ce chien si vieux?;As-tu remarqué ce chien si vieille?;vieux;vieille;vieux;adjective_noun_agreement
Ils ont trouvé ces ordinateurs très heureux.;Ils ont trouvé ces ordinateurs très heureuses.;heureux;heureuses;heureux;adjective_noun_agreement
ces chaussures est nouvelles.;ces chaussures est nouvelle.;nouvelles;nouvelle;nouvelles;adjective_noun_agreement
ce bureau est intelligent.;ce bureau est intelligente.;intelligent;intelligente;intelligent;adjective_noun_agreement
ces maisons semble bleues.;ces maisons semble bleue.;bleues;bleue;bleues;adjective_noun_agreement
Elle aime ce chat qui est frais.;Elle aime ce chat qui est fraîche.;frais;fraîche;frais;adjective_noun_agreement
Nous avons acheté cette télévision très rouge.;Nous avons acheté cette télévision très rouges.;rouge;rouges;rouge;adjective_noun_agreement
ces tables est fraîches.;ces tables est fraîche.;fraîches;fraîche;fraîches;adjective_noun_agreement
ces fenêtres semble fraîches.;ces fenêtres semble frais.;fraîches;frais;fraîches;adjective_noun_agreement
Nous avons acheté ce chat très grand.;Nous avons acheté ce chat très grands.;grand;grands;grand;adjective_noun_agreement
