good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
En général, Elles se habillent tranquillement.;En général, Elles te habillent tranquillement.;se;te;se;anaphor_agreement
En général, Je me regarde tranquillement.;En général, Je se regarde tranquillement.;me;se;me;anaphor_agreement
En général, Tu te regardes tranquillement.;En général, Tu vous regardes tranquillement.;te;vous;te;anaphor_agreement
En général, Il se regarde tranquillement.;En général, Il me regarde tranquillement.;se;me;se;anaphor_agreement
En général, Elle se regarde tranquillement.;En général, Elle vous regarde tranquillement.;se;vous;se;anaphor_agreement
En général, Nous nous regardons tranquillement.;En général, Nous te regardons tranquillement.;nous;te;nous;anaphor_agreement
En général, Vous vous regardez tranquillement.;En général, Vous nous regardez tranquillement.;vous;nous;vous;anaphor_agreement
En général, Ils se regardent tranquillement.;En général, Ils vous regardent tranquillement.;se;vous;se;anaphor_agreement
En général, Elles se regardent tranquillement.;En général, Elles te regardent tranquillement.;se;te;se;anaphor_agreement
En général, Je me dépêche tranquillement.;En général, Je te dépêche tranquillement.;me;te;me;anaphor_agreement
En général, Tu te dépêches tranquillement.;En général, Tu me dépêches tranquillement.;te;me;te;anaphor_agreement
En général, Il se dépêche tranquillement.;En général, Il te dépêche tranquillement.;se;te;se;anaphor_agreement
En général, Elle se dépêche tranquillement.;En général, Elle te dépêche tranquillement.;se;te;se;anaphor_agreement
En général, Nous nous dépêchons tranquillement.;En général, Nous me dépêchons tranquillement.;nous;me;nous;anaphor_agreement
En général, Vous vous dépêchez tranquillement.;En général, Vous te dépêchez tranquillement.;vous;te;vous;anaphor_agreement
En général, Ils se dépêchent tranquillement.;En général, Ils nous dépêchent tranquillement.;se;nous;se;anaphor_agreement
En général, Elles se dépêchent tranquillement.;En général, Elles vous dépêchent tranquillement.;se;vous;se;anaphor_agreement
Je me lave en silence.;Je se lave en silence.;me;se;me;anaphor_agreement
Tu te laves en silence.;Tu vous laves en silence.;te;vous;te;anaphor_agreement
Il se lave en silence.;Il te lave en silence.;se;te;se;anaphor_agreement
Elle se lave en silence.;Elle vous lave en silence.;se;vous;se;anaphor_agreement
Nous nous lavons en silence.;Nous vous lavons en silence.;nous;vous;nous;anaphor_agreement
Vous vous lavez en silence.;Vous se lavez en silence.;vous;se;vous;anaphor_agreement
Ils se lavent en silence.;Ils me lavent en silence.;se;me;se;anaphor_agreement
Elles se lavent en silence.;Elles me lavent en silence.;se;me;se;anaphor_agreement
Je me réveille en silence.;Je se réveille en silence.;me;se;me;anaphor_agreement
Tu te réveilles en silence.;Tu se réveilles en silence.;te;se;te;anaphor_agreement
Il se réveille en silence.;Il nous réveille en silence.;se;nous;se;anaphor_agreement
Elle se réveille en silence.;Elle vous réveille en silence.;se;vous;se;anaphor_agreement
Nous nous réveillons en silence.;Nous vous réveillons en silence.;nous;vous;nous;anaphor_agreement
Vous vous réveillez en silence.;Vous me réveillez en silence.;vous;me;vous;anaphor_agreement
Ils se réveillent en silence.;Ils vous réveillent en silence.;se;vous;se;anaphor_agreement
Elles se réveillent en silence.;Elles te réveillent en silence.;se;te;se;anaphor_agreement
Je me lève en silence.;Je se lève en silence.;me;se;me;anaphor_agreement
Tu te lèves en silence.;Tu se lèves en silence.;te;se;te;anaphor_agreement
Il se lève en silence.;Il me lève en silence.;se;me;se;anaphor_agreement
Elle se lève en silence.;Elle te lève en silence.;se;te;se;anaphor_agreement
Nous nous levons en silence.;Nous se levons en silence.;nous;se;nous;anaphor_agreement
Vous vous levez en silence.;Vous te levez en silence.;vous;te;vous;anaphor_agreement
Ils se lèvent en silence.;Ils te lèvent en silence.;se;te;se;anaphor_agreement
Elles se lèvent en silence.;Elles te lèvent en silence.;se;te;se;anaphor_agreement
Je me couche en silence.;Je se couche en silence.;me;se;me;anaphor_agreement
Tu te couches en silence.;Tu se couches en silence.;te;se;te;anaphor_agreement
Il se couche en silence.;Il nous couche en silence.;se;nous;se;anaphor_agreement
Elle se couche en silence.;Elle nous couche en silence.;se;nous;se;anaphor_agreement
Nous nous couchons en silence.;Nous te couchons en silence.;nous;te;nous;anaphor_agreement
Vous vous couchez en silence.;Vous me couchez en silence.;vous;me;vous;anaphor_agreement
Ils se couchent en silence.;Ils me couchent en silence.;se;me;se;anaphor_agreement
Elles se couchent en silence.;Elles nous couchent en silence.;se;nous;se;anaphor_agreement
Je me habille en silence.;Je se habille en silence.;me;se;me;anaphor_agreement
Tu te habilles en silence.;Tu se habilles en silence.;te;se;te;anaphor_agreement
Il se habille en silence.;Il me habille en silence.;se;me;se;anaphor_agreement
Elle se habille en silence.;Elle vous habille en silence.;se;vous;se;anaphor_agreement
Nous nous habillons en silence.;Nous vous habillons en silence.;nous;vous;nous;anaphor_agreement
Vous vous habillez en silence.;Vous nous habillez en silence.;vous;nous;vous;anaphor_agreement
Ils se habillent en silence.;Ils nous habillent en silence.;se;nous;se;anaphor_agreement
Elles se habillent en silence.;Elles me habillent en silence.;se;me;se;anaphor_agreement
Je me regarde en silence.;Je vous regarde en silence.;me;vous;me;anaphor_agreement
Tu te regardes en silence.;Tu vous regardes en silence.;te;vous;te;anaphor_agreement
Il se regarde en silence.;Il te regarde en silence.;se;te;se;anaphor_agreement
Elle se regarde en silence.;Elle me regarde en silence.;se;me;se;anaphor_agreement
Nous nous regardons en silence.;Nous vous regardons en silence.;nous;vous;nous;anaphor_agreement
Vous vous regardez en silence.;Vous te regardez en silence.;vous;te;vous;anaphor_agreement
Ils se regardent en silence.;Ils me regardent en silence.;se;me;se;anaphor_agreement
Elles se regardent en silence.;Elles me regardent en silence.;se;me;se;anaphor_agreement
Je me dépêche en silence.;Je te dépêche en silence.;me;te;me;anaphor_agreement
Tu te dépêches en silence.;Tu nous dépêches en silence.;te;nous;te;anaphor_agreement
Il se dépêche en silence.;Il vous dépêche en silence.;se;vous;se;anaphor_agreement
Elle se dépêche en silence.;Elle te dépêche en silence.;se;te;se;anaphor_agreement
Nous nous dépêchons en silence.;Nous te dépêchons en silence.;nous;te;nous;anaphor_agreement
Vous vous dépêchez en silence.;Vous te dépêchez en silence.;vous;te;vous;anaphor_agreement
Ils se dépêchent en silence.;Ils nous dépêchent en silence.;se;nous;se;anaphor_agreement
Elles se dépêchent en silence.;Elles te dépêchent en silence.;se;te;se;anaphor_agreement
Parfois, Je me lave devant le miroir.;Parfois, Je te lave devant le miroir.;me;te;me;anaphor_agreement
Parfois, Tu te laves devant le miroir.;Parfois, Tu vous laves devant le miroir.;te;vous;te;anaphor_agreement
Parfois, Il se lave devant le miroir.;Parfois, Il vous lave devant le miroir.;se;vous;se;anaphor_agreement
Parfois, Elle se lave devant le miroir.;Parfois, Elle nous lave devant le miroir.;se;nous;se;anaphor_agreement
Parfois, Nous nous lavons devant le miroir.;Parfois, Nous te lavons devant le miroir.;nous;te;nous;anaphor_agreement
Parfois, Vous vous lavez devant le miroir.;Parfois, Vous nous lavez devant le miroir.;vous;nous;vous;anaphor_agreement
Parfois, Ils se lavent devant le miroir.;Parfois, Ils vous lavent devant le miroir.;se;vous;se;anaphor_agreement
Parfois, Elles se lavent devant le miroir.;Parfois, Elles vous lavent devant le miroir.;se;vous;se;anaphor_agreement
Parfois, Je me réveille devant le miroir.;Parfois, Je nous réveille devant le miroir.;me;nous;me;anaphor_agreement
Parfois, Tu te réveilles devant le miroir.;Parfois, Tu vous réveilles devant le miroir.;te;vous;te;anaphor_agreement
Parfois, Il se réveille devant le miroir.;Parfois, Il vous réveille devant le miroir.;se;vous;se;anaphor_agreement
Parfois, Elle se réveille devant le miroir.;Parfois, Elle nous réveille devant le miroir.;se;nous;se;anaphor_agreement
Parfois, Nous nous réveillons devant le miroir.;Parfois, Nous vous réveillons devant le miroir.;nous;vous;nous;anaphor_agreement
Parfois, Vous vous réveillez devant le miroir.;Parfois, Vous se réveillez devant le miroir.;vous;se;vous;anaphor_agreement
Parfois, Ils se réveillent devant le miroir.;Parfois, Ils vous réveillent devant le miroir.;se;vous;se;anaphor_agreement
Parfois, Elles se réveillent devant le miroir.;Parfois, Elles me réveillent devant le miroir.;se;me;se;anaphor_agreement
Parfois, Je me lève devant le miroir.;Parfois, Je nous lève devant le miroir.;me;nous;me;anaphor_agreement
Parfois, Tu te lèves devant le miroir.;Parfois, Tu vous lèves devant le miroir.;te;vous;te;anaphor_agreement
Parfois, Il se lève devant le miroir.;Parfois, Il vous lève devant le miroir.;se;vous;se;anaphor_agreement
Parfois, Elle se lève devant le miroir.;Parfois, Elle nous lève devant le miroir.;se;nous;se;anaphor_agreement
Parfois, Nous nous levons devant le miroir.;Parfois, Nous te levons devant le miroir.;nous;te;nous;anaphor_agreement
Parfois, Vous vous levez devant le miroir.;Parfois, Vous te levez devant le miroir.;vous;te;vous;anaphor_agreement
Parfois, Ils se lèvent devant le miroir.;Parfois, Ils me lèvent devant le miroir.;se;me;se;anaphor_agreement
Parfois, Elles se lèvent devant le miroir.;Parfois, Elles vous lèvent devant le miroir.;se;vous;se;anaphor_agreement
Parfois, Je me couche devant le miroir.;Parfois, Je se couche devant le miroir.;me;se;me;anaphor_agreement
Parfois, Tu te couches devant le miroir.;Parfois, Tu me couches devant le miroir.;te;me;te;anaphor_agreement
Parfois, Il se couche devant le miroir.;Parfois, Il te couche devant le miroir.;se;te;se;anaphor_agreement
Parfois, Elle se couche devant le miroir.;Parfois, Elle te couche devant le miroir.;se;te;se;anaphor_agreement
Parfois, Nous nous couchons devant le miroir.;Parfois, Nous se couchons devant le miroir.;nous;se;nous;anaphor_agreement
Parfois, Vous vous couchez devant le miroir.;Parfois, Vous me couchez devant le miroir.;vous;me;vous;anaphor_agreement
Parfois, Ils se couchent devant le miroir.;Parfois, Ils me couchent devant le miroir.;se;me;se;anaphor_agreement
Parfois, Elles se couchent devant le miroir.;Parfois, Elles te couchent devant le miroir.;se;te;se;anaphor_agreement
Parfois, Je me habille devant le miroir.;Parfois, Je vous habille devant le miroir.;me;vous;me;anaphor_agreement
Parfois, Tu te habilles devant le miroir.;Parfois, Tu vous habilles devant le miroir.;te;vous;te;anaphor_agreement
Parfois, Il se habille devant le miroir.;Parfois, Il nous habille devant le miroir.;se;nous;se;anaphor_agreement
Parfois, Elle se habille devant le miroir.;Parfois, Elle me habille devant le miroir.;se;me;se;anaphor_agreement
Parfois, Nous nous habillons devant le miroir.;Parfois, Nous me habillons devant le miroir.;nous;me;nous;anaphor_agreement
Parfois, Vous vous habillez devant le miroir.;Parfois, Vous me habillez devant le miroir.;vous;me;vous;anaphor_agreement
Parfois, Ils se habillent devant le miroir.;Parfois, Ils me habillent devant le miroir.;se;me;se;anaphor_agreement
Parfois, Elles se habillent devant le miroir.;Parfois, Elles nous habillent devant le miroir.;se;nous;se;anaphor_agreement
Parfois, Je me regarde devant le miroir.;Parfois, Je vous regarde devant le miroir.;me;vous;me;anaphor_agreement
Parfois, Tu te regardes devant le miroir.;Parfois, Tu vous regardes devant le miroir.;te;vous;te;anaphor_agreement
Parfois, Il se regarde devant le miroir.;Parfois, Il me regarde devant le miroir.;se;me;se;anaphor_agreement
Parfois, Elle se regarde devant le miroir.;Parfois, Elle nous regarde devant le miroir.;se;nous;se;anaphor_agreement
Parfois, Nous nous regardons devant le miroir.;Parfois, Nous me regardons devant le miroir.;nous;me;nous;anaphor_agreement
Parfois, Vous vous regardez devant le miroir.;Parfois, Vous se regardez devant le miroir.;vous;se;vous;anaphor_agreement
Parfois, Ils se regardent devant le miroir.;Parfois, Ils te regardent devant le miroir.;se;te;se;anaphor_agreement
Parfois, Elles se regardent devant le miroir.;Parfois, Elles me regardent devant le miroir.;se;me;se;anaphor_agreement
Parfois, Je me dépêche devant le miroir.;Parfois, Je vous dépêche devant le miroir.;me;vous;me;anaphor_agreement
Parfois, Tu te dépêches devant le miroir.;Parfois, Tu nous dépêches devant le miroir.;te;nous;te;anaphor_agreement
Parfois, Il se dépêche devant le miroir.;Parfois, Il vous dépêche devant le miroir.;se;vous;se;anaphor_agreement
Parfois, Elle se dépêche devant le miroir.;Parfois, Elle me dépêche devant le miroir.;se;me;se;anaphor_agreement
Parfois, Nous nous dépêchons devant le miroir.;Parfois, Nous vous dépêchons devant le miroir.;nous;vous;nous;anaphor_agreement
Parfois, Vous vous dépêchez devant le miroir.;Parfois, Vous se dépêchez devant le miroir.;vous;se;vous;anaphor_agreement
Parfois, Ils se dépêchent devant le miroir.;Parfois, Ils me dépêchent devant le miroir.;se;me;se;anaphor_agreement
Parfois, Elles se dépêchent devant le miroir.;Parfois, Elles vous dépêchent devant le miroir.;se;vous;se;anaphor_agreement
Avant de sortir, Je me lave.;Avant de sortir, Je vous lave.;me;vous;me;anaphor_agreement
Avant de sortir, Tu te laves.;Avant de sortir, Tu vous laves.;te;vous;te;anaphor_agreement
Avant de sortir, Il se lave.;Avant de sortir, Il vous lave.;se;vous;se;anaphor_agreement
Avant de sortir, Elle se lave.;Avant de sortir, Elle te lave.;se;te;se;anaphor_agreement
Avant de sortir, Nous nous lavons.;Avant de sortir, Nous se lavons.;nous;se;nous;anaphor_agreement
Avant de sortir, Vous vous lavez.;Avant de sortir, Vous me lavez.;vous;me;vous;anaphor_agreement
Avant de sortir, Ils se lavent.;Avant de sortir, Ils vous lavent.;se;vous;se;anaphor_agreement
Avant de sortir, Elles se lavent.;Avant de sortir, Elles nous lavent.;se;nous;se;anaphor_agreement
Avant de sortir, Je me réveille.;Avant de sortir, Je vous réveille.;me;vous;me;anaphor_agreement
Avant de sortir, Tu te réveilles.;Avant de sortir, Tu se réveilles.;te;se;te;anaphor_agreement
Avant de sortir, Il se réveille.;Avant de sortir, Il vous réveille.;se;vous;se;anaphor_agreement
Avant de sortir, Elle se réveille.;Avant de sortir, Elle nous réveille.;se;nous;se;anaphor_agreement
Avant de sortir, Nous nous réveillons.;Avant de sortir, Nous te réveillons.;nous;te;nous;anaphor_agreement
Avant de sortir, Vous vous réveillez.;Avant de sortir, Vous te réveillez.;vous;te;vous;anaphor_agreement
Avant de sortir, Ils se réveillent.;Avant de sortir, Ils vous réveillent.;se;vous;se;anaphor_agreement
Avant de sortir, Elles se réveillent.;Avant de sortir, Elles me réveillent.;se;me;se;anaphor_agreement
Avant de sortir, Je me lève.;Avant de sortir, Je vous lève.;me;vous;me;anaphor_agreement
Avant de sortir, Tu te lèves.;Avant de sortir, Tu se lèves.;te;se;te;anaphor_agreement
Avant de sortir, Il se lève.;Avant de sortir, Il vous lève.;se;vous;se;anaphor_agreement
Avant de sortir, Elle se lève.;Avant de sortir, Elle te lève.;se;te;se;anaphor_agreement
Avant de sortir, Nous nous levons.;Avant de sortir, Nous te levons.;nous;te;nous;anaphor_agreement
Avant de sortir, Vous vous levez.;Avant de sortir, Vous se levez.;vous;se;vous;anaphor_agreement
Avant de sortir, Ils se lèvent.;Avant de sortir, Ils me lèvent.;se;me;se;anaphor_agreement
Avant de sortir, Elles se lèvent.;Avant de sortir, Elles nous lèvent.;se;nous;se;anaphor_agreement
Avant de sortir, Je me couche.;Avant de sortir, Je nous couche.;me;nous;me;anaphor_agreement
Avant de sortir, Tu te couches.;Avant de sortir, Tu se couches.;te;se;te;anaphor_agreement
Avant de sortir, Il se couche.;Avant de sortir, Il me couche.;se;me;se;anaphor_agreement
Avant de sortir, Elle se couche.;Avant de sortir, Elle te couche.;se;te;se;anaphor_agreement
Avant de sortir, Nous nous couchons.;Avant de sortir, Nous te couchons.;nous;te;nous;anaphor_agreement
Avant de sortir, Vous vous couchez.;Avant de sortir, Vous te couchez.;vous;te;vous;anaphor_agreement
Avant de sortir, Ils se couchent.;Avant de sortir, Ils nous couchent.;se;nous;se;anaphor_agreement
Avant de sortir, Elles se couchent.;Avant de sortir, Elles me couchent.;se;me;se;anaphor_agreement
Avant de sortir, Je me habille.;Avant de sortir, Je vous habille.;me;vous;me;anaphor_agreement
Avant de sortir, Tu te habilles.;Avant de sortir, Tu me habilles.;te;me;te;anaphor_agreement
Avant de sortir, Il se habille.;Avant de sortir, Il te habille.;se;te;se;anaphor_agreement
Avant de sortir, Elle se habille.;Avant de sortir, Elle te habille.;se;te;se;anaphor_agreement
Avant de sortir, Nous nous habillons.;Avant de sortir, Nous vous habillons.;nous;vous;nous;anaphor_agreement
Avant de sortir, Vous vous habillez.;Avant de sortir, Vous te habillez.;vous;te;vous;anaphor_agreement
Avant de sortir, Ils se habillent.;Avant de sortir, Ils nous habillent.;se;nous;se;anaphor_agreement
Avant de sortir, Elles se habillent.;Avant de sortir, Elles te habillent.;se;te;se;anaphor_agreement
Avant de sortir, Je me regarde.;Avant de sortir, Je nous regarde.;me;nous;me;anaphor_agreement
Avant de sortir, Tu te regardes.;Avant de sortir, Tu vous regardes.;te;vous;te;anaphor_agreement
Avant de sortir, Il se regarde.;Avant de sortir, Il nous regarde.;se;nous;se;anaphor_agreement
Avant de sortir, Elle se regarde.;Avant de sortir, Elle te regarde.;se;te;se;anaphor_agreement
Avant de sortir, Nous nous regardons.;Avant de sortir, Nous te regardons.;nous;te;nous;anaphor_agreement
Avant de sortir, Vous vous regardez.;Avant de sortir, Vous te regardez.;vous;te;vous;anaphor_agreement
Avant de sortir, Ils se regardent.;Avant de sortir, Ils te regardent.;se;te;se;anaphor_agreement
Avant de sortir, Elles se regardent.;Avant de sortir, Elles vous regardent.;se;vous;se;anaphor_agreement
Avant de sortir, Je me dépêche.;Avant de sortir, Je te dépêche.;me;te;me;anaphor_agreement
Avant de sortir, Tu te dépêches.;Avant de sortir, Tu me dépêches.;te;me;te;anaphor_agreement
Avant de sortir, Il se dépêche.;Avant de sortir, Il me dépêche.;se;me;se;anaphor_agreement
Avant de sortir, Elle se dépêche.;Avant de sortir, Elle vous dépêche.;se;vous;se;anaphor_agreement
Avant de sortir, Nous nous dépêchons.;Avant de sortir, Nous se dépêchons.;nous;se;nous;anaphor_agreement
Avant de sortir, Vous vous dépêchez.;Avant de sortir, Vous me dépêchez.;vous;me;vous;anaphor_agreement
Avant de sortir, Ils se dépêchent.;Avant de sortir, Ils vous dépêchent.;se;vous;se;anaphor_agreement
Avant de sortir, Elles se dépêchent.;Avant de sortir, Elles vous dépêchent.;se;vous;se;anaphor_agreement
Le soir, Je me lave dans la salle de bain.;Le soir, Je te lave dans la salle de bain.;me;te;me;anaphor_agreement
Le soir, Tu te laves dans la salle de bain.;Le soir, Tu vous laves dans la salle de bain.;te;vous;te;anaphor_agreement
Le soir, Il se lave dans la salle de bain.;Le soir, Il vous lave dans la salle de bain.;se;vous;se;anaphor_agreement
Le soir, Elle se lave dans la salle de bain.;Le soir, Elle vous lave dans la salle de bain.;se;vous;se;anaphor_agreement
Le soir, Nous nous lavons dans la salle de bain.;Le soir, Nous me lavons dans la salle de bain.;nous;me;nous;anaphor_agreement
Le soir, Vous vous lavez dans la salle de bain.;Le soir, Vous me lavez dans la salle de bain.;vous;me;vous;anaphor_agreement
Le soir, Ils se lavent dans la salle de bain.;Le soir, Ils te lavent dans la salle de bain.;se;te;se;anaphor_agreement
Le soir, Elles se lavent dans la salle de bain.;Le soir, Elles nous lavent dans la salle de bain.;se;nous;se;anaphor_agreement
Le soir, Je me réveille dans la salle de bain.;Le soir, Je te réveille dans la salle de bain.;me;te;me;anaphor_agreement
Le soir, Tu te réveilles dans la salle de bain.;Le soir, Tu nous réveilles dans la salle de bain.;te;nous;te;anaphor_agreement
Le soir, Il se réveille dans la salle de bain.;Le soir, Il vous réveille dans la salle de bain.;se;vous;se;anaphor_agreement
Le soir, Elle se réveille dans la salle de bain.;Le soir, Elle me réveille dans la salle de bain.;se;me;se;anaphor_agreement
Le soir, Nous nous réveillons dans la salle de bain.;Le soir, Nous vous réveillons dans la salle de bain.;nous;vous;nous;anaphor_agreement
Le soir, Vous vous réveillez dans la salle de bain.;Le soir, Vous se réveillez dans la salle de bain.;vous;se;vous;anaphor_agreement
Le soir, Ils se réveillent dans la salle de bain.;Le soir, Ils me réveillent dans la salle de bain.;se;me;se;anaphor_agreement
Le soir, Elles se réveillent dans la salle de bain.;Le soir, Elles nous réveillent dans la salle de bain.;se;nous;se;anaphor_agreement
Le soir, Je me lève dans la salle de bain.;Le soir, Je se lève dans la salle de bain.;me;se;me;anaphor_agreement
Le soir, Tu te lèves dans la salle de bain.;Le soir, Tu se lèves dans la salle de bain.;te;se;te;anaphor_agreement
Le soir, Il se lève dans la salle de bain.;Le soir, Il me lève dans la salle de bain.;se;me;se;anaphor_agreement
Le soir, Elle se lève dans la salle de bain.;Le soir, Elle te lève dans la salle de bain.;se;te;se;anaphor_agreement
Le soir, Nous nous levons dans la salle de bain.;Le soir, Nous vous levons dans la salle de bain.;nous;vous;nous;anaphor_agreement
Le soir, Vous vous levez dans la salle de bain.;Le soir, Vous te levez dans la salle de bain.;vous;te;vous;anaphor_agreement
Le soir, Ils se lèvent dans la salle de bain.;Le soir, Ils vous lèvent dans la salle de bain.;se;vous;se;anaphor_agreement
Le soir, Elles se lèvent dans la salle de bain.;Le soir, Elles vous lèvent dans la salle de bain.;se;vous;se;anaphor_agreement
Le soir, Je me couche dans la salle de bain.;Le soir, Je vous couche dans la salle de bain.;me;vous;me;anaphor_agreement
Le soir, Tu te couches dans la salle de bain.;Le soir, Tu se couches dans la salle de bain.;te;se;te;anaphor_agreement
Le soir, Il se couche dans la salle de bain.;Le soir, Il te couche dans la salle de bain.;se;te;se;anaphor_agreement
Le soir, Elle se couche dans la salle de bain.;Le soir, Elle te couche dans la salle de bain.;se;te;se;anaphor_agreement
Le soir, Nous nous couchons dans la salle de bain.;Le soir, Nous me couchons dans la salle de bain.;nous;me;nous;anaphor_agreement
Le soir, Vous vous couchez dans la salle de bain.;Le soir, Vous se couchez dans la salle de bain.;vous;se;vous;anaphor_agreement
Le soir, Ils se couchent dans la salle de bain.;Le soir, Ils te couchent dans la salle de bain.;se;te;se;anaphor_agreement
Le soir, Elles se couchent dans la salle de bain.;Le soir, Elles me couchent dans la salle de bain.;se;me;se;anaphor_agreement
Le soir, Je me habille dans la salle de bain.;Le soir, Je vous habille dans la salle de bain.;me;vous;me;anaphor_agreement
Le soir, Tu te habilles dans la salle de bain.;Le soir, Tu vous habilles dans la salle de bain.;te;vous;te;anaphor_agreement
Le soir, Il se habille dans la salle de bain.;Le soir, Il te habille dans la salle de bain.;se;te;se;anaphor_agreement
Le soir, Elle se habille dans la salle de bain.;Le soir, Elle me habille dans la salle de bain.;se;me;se;anaphor_agreement
Le soir, Nous nous habillons dans la salle de bain.;Le soir, Nous me habillons dans la salle de bain.;nous;me;nous;anaphor_agreement
Le soir, Vous vous habillez dans la salle de bain.;Le soir, Vous te habillez dans la salle de bain.;vous;te;vous;anaphor_agreement
Le soir, Ils se habillent dans la salle de bain.;Le soir, Ils vous habillent dans la salle de bain.;se;vous;se;anaphor_agreement
Le soir, Elles se habillent dans la salle de bain.;Le soir, Elles vous habillent dans la salle de bain.;se;vous;se;anaphor_agreement
Le soir, Je me regarde dans la salle de bain.;Le soir, Je te regarde dans la salle de bain.;me;te;me;anaphor_agreement
Le soir, Tu te regardes dans la salle de bain.;Le soir, Tu me regardes dans la salle de bain.;te;me;te;anaphor_agreement
Le soir, Il se regarde dans la salle de bain.;Le soir, Il vous regarde dans la salle de bain.;se;vous;se;anaphor_agreement
Le soir, Elle se regarde dans la salle de bain.;Le soir, Elle vous regarde dans la salle de bain.;se;vous;se;anaphor_agreement
Le soir, Nous nous regardons dans la salle de bain.;Le soir, Nous me regardons dans la salle de bain.;nous;me;nous;anaphor_agreement
Le soir, Vous vous regardez dans la salle de bain.;Le soir, Vous nous regardez dans la salle de bain.;vous;nous;vous;anaphor_agreement
Le soir, Ils se regardent dans la salle de bain.;Le soir, Ils te regardent dans la salle de bain.;se;te;se;anaphor_agreement
Le soir, Elles se regardent dans la salle de bain.;Le soir, Elles vous regardent dans la salle de bain.;se;vous;se;anaphor_agreement
Le soir, Je me dépêche dans la salle de bain.;Le soir, Je nous dépêche dans la salle de bain.;me;nous;me;anaphor_agreement
Le soir, Tu te dépêches dans la salle de bain.;Le soir, Tu me dépêches dans la salle de bain.;te;me;te;anaphor_agreement
Le soir, Il se dépêche dans la salle de bain.;Le soir, Il nous dépêche dans la salle de bain.;se;nous;se;anaphor_agreement
Le soir, Elle se dépêche dans la salle de bain.;Le soir, Elle me dépêche dans la salle de bain.;se;me;se;anaphor_agreement
Le soir, Nous nous dépêchons dans la salle de bain.;Le soir, Nous me dépêchons dans la salle de bain.;nous;me;nous;anaphor_agreement
Le soir, Vous vous dépêchez dans la salle de bain.;Le soir, Vous se dépêchez dans la salle de bain.;vous;se;vous;anaphor_agreement
Le soir, Ils se dépêchent dans la salle de bain.;Le soir, Ils me dépêchent dans la salle de bain.;se;me;se;anaphor_agreement
Le soir, Elles se dépêchent dans la salle de bain.;Le soir, Elles me dépêchent dans la salle de bain.;se;me;se;anaphor_agreement
Normalement, Je me lave rapidement.;Normalement, Je nous lave rapidement.;me;nous;me;anaphor_agreement
Normalement, Tu te laves rapidement.;Normalement, Tu vous laves rapidement.;te;vous;te;anaphor_agreement
Normalement, Il se lave rapidement.;Normalement, Il te lave rapidement.;se;te;se;anaphor_agreement
Normalement, Elle se lave rapidement.;Normalement, Elle me lave rapidement.;se;me;se;anaphor_agreement
Normalement, Nous nous lavons rapidement.;Normalement, Nous te lavons rapidement.;nous;te;nous;anaphor_agreement
Normalement, Vous vous lavez rapidement.;Normalement, Vous te lavez rapidement.;vous;te;vous;anaphor_agreement
Normalement, Ils se lavent rapidement.;Normalement, Ils me lavent rapidement.;se;me;se;anaphor_agreement
Normalement, Elles se lavent rapidement.;Normalement, Elles me lavent rapidement.;se;me;se;anaphor_agreement
Normalement, Je me réveille rapidement.;Normalement, Je vous réveille rapidement.;me;vous;me;anaphor_agreement
Normalement, Tu te réveilles rapidement.;Normalement, Tu nous réveilles rapidement.;te;nous;te;anaphor_agreement
Normalement, Il se réveille rapidement.;Normalement, Il nous réveille rapidement.;se;nous;se;anaphor_agreement
Normalement, Elle se réveille rapidement.;Normalement, Elle vous réveille rapidement.;se;vous;se;anaphor_agreement
Normalement, Nous nous réveillons rapidement.;Normalement, Nous te réveillons rapidement.;nous;te;nous;anaphor_agreement
Normalement, Vous vous réveillez rapidement.;Normalement, Vous me réveillez rapidement.;vous;me;vous;anaphor_agreement
Normalement, Ils se réveillent rapidement.;Normalement, Ils te réveillent rapidement.;se;te;se;anaphor_agreement
Normalement, Elles se réveillent rapidement.;Normalement, Elles vous réveillent rapidement.;se;vous;se;anaphor_agreement
Normalement, Je me lève rapidement.;Normalement, Je te lève rapidement.;me;te;me;anaphor_agreement
Normalement, Tu te lèves rapidement.;Normalement, Tu se lèves rapidement.;te;se;te;anaphor_agreement
Normalement, Il se lève rapidement.;Normalement, Il te lève rapidement.;se;te;se;anaphor_agreement
Normalement, Elle se lève rapidement.;Normalement, Elle nous lève rapidement.;se;nous;se;anaphor_agreement
Normalement, Nous nous levons rapidement.;Normalement, Nous te levons rapidement.;nous;te;nous;anaphor_agreement
Normalement, Vous vous levez rapidement.;Normalement, Vous te levez rapidement.;vous;te;vous;anaphor_agreement
Normalement, Ils se lèvent rapidement.;Normalement, Ils nous lèvent rapidement.;se;nous;se;anaphor_agreement
Normalement, Elles se lèvent rapidement.;Normalement, Elles vous lèvent rapidement.;se;vous;se;anaphor_agreement
Normalement, Je me couche rapidement.;Normalement, Je se couche rapidement.;me;se;me;anaphor_agreement
Normalement, Tu te couches rapidement.;Normalement, Tu nous couches rapidement.;te;nous;te;anaphor_agreement
Normalement, Il se couche rapidement.;Normalement, Il me couche rapidement.;se;me;se;anaphor_agreement
Normalement, Elle se couche rapidement.;Normalement, Elle me couche rapidement.;se;me;se;anaphor_agreement
Normalement, Nous nous couchons rapidement.;Normalement, Nous vous couchons rapidement.;nous;vous;nous;anaphor_agreement
