good_sentence,bad_sentence,good_cue,bad_cue,critical_region,phenomenon
Nous prenons en été.,Nous prend en été.,Nous,Nous,prenons,subject_verb_agreement
Le garçon voit en été.,Le garçon voient en été.,Le garçon,Le garçon,voit,subject_verb_agreement
Vous venez avec ses amis.,Vous vient avec ses amis.,Vous,Vous,venez,subject_verb_agreement
Elles parlent le matin.,Elles parle le matin.,Elles,Elles,parlent,subject_verb_agreement
Nous venons pendant le week-end.,Nous viennent pendant le week-end.,Nous,Nous,venons,subject_verb_agreement
Je finis en silence.,Je finit en silence.,Je,Je,finis,subject_verb_agreement
Elle voit à l'école.,Elle voyez à l'école.,Elle,Elle,voit,subject_verb_agreement
Vous finissez chez moi.,Vous finissons chez moi.,Vous,Vous,finissez,subject_verb_agreement
Les garçons viennent en silence.,Les garçons vient en silence.,Les garçons,Les garçons,viennent,subject_verb_agreement
Tu finis rapidement.,Tu finit rapidement.,Tu,Tu,finis,subject_verb_agreement
Il finit rapidement.,Il finissez rapidement.,Il,Il,finit,subject_verb_agreement
Je parle pendant le week-end.,Je parles pendant le week-end.,Je,Je,parle,subject_verb_agreement
Les garçons prennent tous les jours.,Les garçons prends tous les jours.,Les garçons,Les garçons,prennent,subject_verb_agreement
On vient le matin.,On viennent le matin.,On,On,vient,subject_verb_agreement
On parle pendant le week-end.,On parlent pendant le week-end.,On,On,parle,subject_verb_agreement
Elle voit au marché.,Elle voyez au marché.,Elle,Elle,voit,subject_verb_agreement
Nous voyons avec ses amis.,Nous voit avec ses amis.,Nous,Nous,voyons,subject_verb_agreement
Il finit au marché.,Il finissons au marché.,Il,Il,finit,subject_verb_agreement
Les filles prennent chez moi.,Les filles prend chez moi.,Les filles,Les filles,prennent,subject_verb_agreement
Elle prend le matin.,Elle prennent le matin.,Elle,Elle,prend,subject_verb_agreement
Je parle en silence.,Je parles en silence.,Je,Je,parle,subject_verb_agreement
Il parle à l'école.,Il parlez à l'école.,Il,Il,parle,subject_verb_agreement
La fille parle pendant le week-end.,La fille parlons pendant le week-end.,La fille,La fille,parle,subject_verb_agreement
On parle au marché.,On parlons au marché.,On,On,parle,subject_verb_agreement
Ils prennent au marché.,Ils prend au marché.,Ils,Ils,prennent,subject_verb_agreement
Nous prenons chez moi.,Nous prennent chez moi.,Nous,Nous,prenons,subject_verb_agreement
Nous parlons en été.,Nous parle en été.,Nous,Nous,parlons,subject_verb_agreement
Elles parlent à l'école.,Elles parle à l'école.,Elles,Elles,parlent,subject_verb_agreement
Nous voyons en silence.,Nous voyez en silence.,Nous,Nous,voyons,subject_verb_agreement
Elles viennent avec ses amis.,Elles vient avec ses amis.,Elles,Elles,viennent,subject_verb_agreement
Elle prend au marché.,Elle prends au marché.,Elle,Elle,prend,subject_verb_agreement
Nous prenons rapidement.,Nous prends rapidement.,Nous,Nous,prenons,subject_verb_agreement
Il voit tous les jours.,Il vois tous les jours.,Il,Il,voit,subject_verb_agreement
Nous voyons à l'école.,Nous vois à l'école.,Nous,Nous,voyons,subject_verb_agreement
Ils viennent en été.,Ils viens en été.,Ils,Ils,viennent,subject_verb_agreement
Les garçons viennent à l'école.,Les garçons viens à l'école.,Les garçons,Les garçons,viennent,subject_verb_agreement
Les garçons voient pendant le week-end.,Les garçons voyez pendant le week-end.,Les garçons,Les garçons,voient,subject_verb_agreement
Elle prend le matin.,Elle prennent le matin.,Elle,Elle,prend,subject_verb_agreement
Ils voient pendant le week-end.,Ils vois pendant le week-end.,Ils,Ils,voient,subject_verb_agreement
Il voit le matin.,Il voyons le matin.,Il,Il,voit,subject_verb_agreement
Elle finit tous les jours.,Elle finis tous les jours.,Elle,Elle,finit,subject_verb_agreement
Les filles voient au marché.,Les filles voyons au marché.,Les filles,Les filles,voient,subject_verb_agreement
Il finit chez moi.,Il finissons chez moi.,Il,Il,finit,subject_verb_agreement
Le garçon finit rapidement.,Le garçon finissons rapidement.,Le garçon,Le garçon,finit,subject_verb_agreement
Il finit rapidement.,Il finissent rapidement.,Il,Il,finit,subject_verb_agreement
Nous prenons chez moi.,Nous prend chez moi.,Nous,Nous,prenons,subject_verb_agreement
Ils prennent le matin.,Ils prend le matin.,Ils,Ils,prennent,subject_verb_agreement
Vous venez en été.,Vous viennent en été.,Vous,Vous,venez,subject_verb_agreement
Elle parle rapidement.,Elle parles rapidement.,Elle,Elle,parle,subject_verb_agreement
Les garçons viennent au marché.,Les garçons venons au marché.,Les garçons,Les garçons,viennent,subject_verb_agreement
Le garçon finit en silence.,Le garçon finissent en silence.,Le garçon,Le garçon,finit,subject_verb_agreement
Il finit tous les jours.,Il finissent tous les jours.,Il,Il,finit,subject_verb_agreement
Le garçon parle le matin.,Le garçon parlons le matin.,Le garçon,Le garçon,parle,subject_verb_agreement
Les filles finissent avec ses amis.,Les filles finit avec ses amis.,Les filles,Les filles,finissent,subject_verb_agreement
Il vient au marché.,Il viens au marché.,Il,Il,vient,subject_verb_agreement
Je parle tous les jours.,Je parlent tous les jours.,Je,Je,parle,subject_verb_agreement
Ils finissent à l'école.,Ils finit à l'école.,Ils,Ils,finissent,subject_verb_agreement
Elles parlent au marché.,Elles parles au marché.,Elles,Elles,parlent,subject_verb_agreement
Nous prenons rapidement.,Nous prend rapidement.,Nous,Nous,prenons,subject_verb_agreement
Nous prenons rapidement.,Nous prends rapidement.,Nous,Nous,prenons,subject_verb_agreement
Les filles prennent tous les jours.,Les filles prend tous les jours.,Les filles,Les filles,prennent,subject_verb_agreement
Elles voient en silence.,Elles voit en silence.,Elles,Elles,voient,subject_verb_agreement
Je prends en été.,Je prend en été.,Je,Je,prends,subject_verb_agreement
La fille vient le matin.,La fille viens le matin.,La fille,La fille,vient,subject_verb_agreement
Ils parlent en été.,Ils parlons en été.,Ils,Ils,parlent,subject_verb_agreement
On parle avec ses amis.,On parlez avec ses amis.,On,On,parle,subject_verb_agreement
Nous prenons en été.,Nous prennent en été.,Nous,Nous,prenons,subject_verb_agreement
Les garçons viennent avec ses amis.,Les garçons vient avec ses amis.,Les garçons,Les garçons,viennent,subject_verb_agreement
Elles prennent en été.,Elles prend en été.,Elles,Elles,prennent,subject_verb_agreement
On voit à l'école.,On voyez à l'école.,On,On,voit,subject_verb_agreement
Elles finissent pendant le week-end.,Elles finis pendant le week-end.,Elles,Elles,finissent,subject_verb_agreement
Vous venez au marché.,Vous vient au marché.,Vous,Vous,venez,subject_verb_agreement
Nous voyons en été.,Nous vois en été.,Nous,Nous,voyons,subject_verb_agreement
Le garçon voit chez moi.,Le garçon vois chez moi.,Le garçon,Le garçon,voit,subject_verb_agreement
Le garçon voit chez moi.,Le garçon voient chez moi.,Le garçon,Le garçon,voit,subject_verb_agreement
Le garçon finit à l'école.,Le garçon finis à l'école.,Le garçon,Le garçon,finit,subject_verb_agreement
Nous parlons avec ses amis.,Nous parlez avec ses amis.,Nous,Nous,parlons,subject_verb_agreement
Les filles prennent avec ses amis.,Les filles prend avec ses amis.,Les filles,Les filles,prennent,subject_verb_agreement
La fille vient avec ses amis.,La fille venez avec ses amis.,La fille,La fille,vient,subject_verb_agreement
Nous prenons le matin.,Nous prennent le matin.,Nous,Nous,prenons,subject_verb_agreement
Ils voient le matin.,Ils voyons le matin.,Ils,Ils,voient,subject_verb_agreement
Nous venons en été.,Nous viens en été.,Nous,Nous,venons,subject_verb_agreement
La fille finit tous les jours.,La fille finissez tous les jours.,La fille,La fille,finit,subject_verb_agreement
Je viens tous les jours.,Je vient tous les jours.,Je,Je,viens,subject_verb_agreement
Je finis le matin.,Je finissent le matin.,Je,Je,finis,subject_verb_agreement
On finit en été.,On finissez en été.,On,On,finit,subject_verb_agreement
La fille voit chez moi.,La fille voyons chez moi.,La fille,La fille,voit,subject_verb_agreement
On voit rapidement.,On vois rapidement.,On,On,voit,subject_verb_agreement
Je vois avec ses amis.,Je voit avec ses amis.,Je,Je,vois,subject_verb_agreement
Nous voyons rapidement.,Nous vois rapidement.,Nous,Nous,voyons,subject_verb_agreement
Vous parlez à l'école.,Vous parles à l'école.,Vous,Vous,parlez,subject_verb_agreement
Les garçons prennent à l'école.,Les garçons prends à l'école.,Les garçons,Les garçons,prennent,subject_verb_agreement
On vient en été.,On viennent en été.,On,On,vient,subject_verb_agreement
Le garçon prend au marché.,Le garçon prenez au marché.,Le garçon,Le garçon,prend,subject_verb_agreement
Vous voyez avec ses amis.,Vous voient avec ses amis.,Vous,Vous,voyez,subject_verb_agreement
Vous venez rapidement.,Vous viennent rapidement.,Vous,Vous,venez,subject_verb_agreement
Elle prend avec ses amis.,Elle prennent avec ses amis.,Elle,Elle,prend,subject_verb_agreement
On prend tous les jours.,On prends tous les jours.,On,On,prend,subject_verb_agreement
Le garçon voit chez moi.,Le garçon vois chez moi.,Le garçon,Le garçon,voit,subject_verb_agreement
Elle vient le matin.,Elle venez le matin.,Elle,Elle,vient,subject_verb_agreement
Je parle à l'école.,Je parlent à l'école.,Je,Je,parle,subject_verb_agreement
Nous venons rapidement.,Nous venez rapidement.,Nous,Nous,venons,subject_verb_agreement
Ils parlent en été.,Ils parle en été.,Ils,Ils,parlent,subject_verb_agreement
Nous venons rapidement.,Nous viennent rapidement.,Nous,Nous,venons,subject_verb_agreement
Tu vois rapidement.,Tu voient rapidement.,Tu,Tu,vois,subject_verb_agreement
Nous voyons rapidement.,Nous vois rapidement.,Nous,Nous,voyons,subject_verb_agreement
On voit tous les jours.,On vois tous les jours.,On,On,voit,subject_verb_agreement
Tu prends avec ses amis.,Tu prend avec ses amis.,Tu,Tu,prends,subject_verb_agreement
Elles parlent avec ses amis.,Elles parle avec ses amis.,Elles,Elles,parlent,subject_verb_agreement
On voit à l'école.,On voient à l'école.,On,On,voit,subject_verb_agreement
On finit au marché.,On finissent au marché.,On,On,finit,subject_verb_agreement
Ils viennent en été.,Ils venez en été.,Ils,Ils,viennent,subject_verb_agreement
On prend le matin.,On prennent le matin.,On,On,prend,subject_verb_agreement
Je finis rapidement.,Je finit rapidement.,Je,Je,finis,subject_verb_agreement
Les filles parlent rapidement.,Les filles parlez rapidement.,Les filles,Les filles,parlent,subject_verb_agreement
On voit avec ses amis.,On voient avec ses amis.,On,On,voit,subject_verb_agreement
Vous finissez rapidement.,Vous finissons rapidement.,Vous,Vous,finissez,subject_verb_agreement
Vous voyez le matin.,Vous voyons le matin.,Vous,Vous,voyez,subject_verb_agreement
Vous venez tous les jours.,Vous viens tous les jours.,Vous,Vous,venez,subject_verb_agreement
Elle parle en silence.,Elle parlons en silence.,Elle,Elle,parle,subject_verb_agreement
Les filles viennent au marché.,Les filles vient au marché.,Les filles,Les filles,viennent,subject_verb_agreement
Nous venons en été.,Nous vient en été.,Nous,Nous,venons,subject_verb_agreement
Vous voyez avec ses amis.,Vous voit avec ses amis.,Vous,Vous,voyez,subject_verb_agreement
La fille voit chez moi.,La fille voient chez moi.,La fille,La fille,voit,subject_verb_agreement
On parle rapidement.,On parlent rapidement.,On,On,parle,subject_verb_agreement
Nous venons avec ses amis.,Nous vient avec ses amis.,Nous,Nous,venons,subject_verb_agreement
La fille finit le matin.,La fille finissons le matin.,La fille,La fille,finit,subject_verb_agreement
Les garçons voient à l'école.,Les garçons vois à l'école.,Les garçons,Les garçons,voient,subject_verb_agreement
Elle parle au marché.,Elle parles au marché.,Elle,Elle,parle,subject_verb_agreement
Elle finit chez moi.,Elle finissent chez moi.,Elle,Elle,finit,subject_verb_agreement
Je finis en été.,Je finissent en été.,Je,Je,finis,subject_verb_agreement
Les garçons viennent tous les jours.,Les garçons viens tous les jours.,Les garçons,Les garçons,viennent,subject_verb_agreement
On vient pendant le week-end.,On venons pendant le week-end.,On,On,vient,subject_verb_agreement
La fille prend le matin.,La fille prends le matin.,La fille,La fille,prend,subject_verb_agreement
Je parle en été.,Je parlez en été.,Je,Je,parle,subject_verb_agreement
Ils viennent en silence.,Ils viens en silence.,Ils,Ils,viennent,subject_verb_agreement
Il prend le matin.,Il prennent le matin.,Il,Il,prend,subject_verb_agreement
Elles viennent pendant le week-end.,Elles venez pendant le week-end.,Elles,Elles,viennent,subject_verb_agreement
Je prends avec ses amis.,Je prend avec ses amis.,Je,Je,prends,subject_verb_agreement
On voit à l'école.,On vois à l'école.,On,On,voit,subject_verb_agreement
Il parle rapidement.,Il parlons rapidement.,Il,Il,parle,subject_verb_agreement
Il parle au marché.,Il parles au marché.,Il,Il,parle,subject_verb_agreement
On voit pendant le week-end.,On voyons pendant le week-end.,On,On,voit,subject_verb_agreement
On finit avec ses amis.,On finis avec ses amis.,On,On,finit,subject_verb_agreement
Ils voient rapidement.,Ils voyez rapidement.,Ils,Ils,voient,subject_verb_agreement
On prend à l'école.,On prennent à l'école.,On,On,prend,subject_verb_agreement
Vous prenez avec ses amis.,Vous prenons avec ses amis.,Vous,Vous,prenez,subject_verb_agreement
Nous finissons le matin.,Nous finissent le matin.,Nous,Nous,finissons,subject_verb_agreement
Elle parle au marché.,Elle parlez au marché.,Elle,Elle,parle,subject_verb_agreement
Le garçon vient le matin.,Le garçon viens le matin.,Le garçon,Le garçon,vient,subject_verb_agreement
Vous parlez le matin.,Vous parlons le matin.,Vous,Vous,parlez,subject_verb_agreement
Les garçons voient en été.,Les garçons vois en été.,Les garçons,Les garçons,voient,subject_verb_agreement
Je finis rapidement.,Je finit rapidement.,Je,Je,finis,subject_verb_agreement
Tu vois avec ses amis.,Tu voyez avec ses amis.,Tu,Tu,vois,subject_verb_agreement
Ils finissent pendant le week-end.,Ils finit pendant le week-end.,Ils,Ils,finissent,subject_verb_agreement
Ils parlent tous les jours.,Ils parlons tous les jours.,Ils,Ils,parlent,subject_verb_agreement
Elle parle le matin.,Elle parlent le matin.,Elle,Elle,parle,subject_verb_agreement
On prend avec ses amis.,On prends avec ses amis.,On,On,prend,subject_verb_agreement
On finit au marché.,On finis au marché.,On,On,finit,subject_verb_agreement
On prend en été.,On prennent en été.,On,On,prend,subject_verb_agreement
Il vient avec ses amis.,Il viennent avec ses amis.,Il,Il,vient,subject_verb_agreement
Vous parlez en été.,Vous parle en été.,Vous,Vous,parlez,subject_verb_agreement
Les garçons viennent en été.,Les garçons venez en été.,Les garçons,Les garçons,viennent,subject_verb_agreement
La fille prend au marché.,La fille prenez au marché.,La fille,La fille,prend,subject_verb_agreement
Tu prends rapidement.,Tu prend rapidement.,Tu,Tu,prends,subject_verb_agreement
Je vois pendant le week-end.,Je voient pendant le week-end.,Je,Je,vois,subject_verb_agreement
Tu parles chez moi.,Tu parle chez moi.,Tu,Tu,parles,subject_verb_agreement
Je vois en silence.,Je voient en silence.,Je,Je,vois,subject_verb_agreement
Je viens chez moi.,Je viennent chez moi.,Je,Je,viens,subject_verb_agreement
Je parle le matin.,Je parlent le matin.,Je,Je,parle,subject_verb_agreement
Les filles prennent pendant le week-end.,Les filles prends pendant le week-end.,Les filles,Les filles,prennent,subject_verb_agreement
Nous prenons tous les jours.,Nous prennent tous les jours.,Nous,Nous,prenons,subject_verb_agreement
Elle voit en silence.,Elle voyons en silence.,Elle,Elle,voit,subject_verb_agreement
Elles viennent en été.,Elles venez en été.,Elles,Elles,viennent,subject_verb_agreement
La fille prend en silence.,La fille prends en silence.,La fille,La fille,prend,subject_verb_agreement
Nous finissons en été.,Nous finit en été.,Nous,Nous,finissons,subject_verb_agreement
On parle rapidement.,On parlez rapidement.,On,On,parle,subject_verb_agreement
Ils prennent rapidement.,Ils prend rapidement.,Ils,Ils,prennent,subject_verb_agreement
Tu viens rapidement.,Tu viennent rapidement.,Tu,Tu,viens,subject_verb_agreement
Les garçons prennent en été.,Les garçons prend en été.,Les garçons,Les garçons,prennent,subject_verb_agreement
Les filles parlent avec ses amis.,Les filles parle avec ses amis.,Les filles,Les filles,parlent,subject_verb_agreement
Vous parlez pendant le week-end.,Vous parlons pendant le week-end.,Vous,Vous,parlez,subject_verb_agreement
Nous venons en été.,Nous viens en été.,Nous,Nous,venons,subject_verb_agreement
Les garçons voient au marché.,Les garçons vois au marché.,Les garçons,Les garçons,voient,subject_verb_agreement
Tu parles à l'école.,Tu parlent à l'école.,Tu,Tu,parles,subject_verb_agreement
On parle en été.,On parlez en été.,On,On,parle,subject_verb_agreement
Ils prennent rapidement.,Ils prenons rapidement.,Ils,Ils,prennent,subject_verb_agreement
Nous venons en silence.,Nous viens en silence.,Nous,Nous,venons,subject_verb_agreement
Nous parlons le matin.,Nous parle le matin.,Nous,Nous,parlons,subject_verb_agreement
Le garçon voit au marché.,Le garçon vois au marché.,Le garçon,Le garçon,voit,subject_verb_agreement
Ils voient en été.,Ils voit en été.,Ils,Ils,voient,subject_verb_agreement
Elle finit en silence.,Elle finissons en silence.,Elle,Elle,finit,subject_verb_agreement
Nous prenons tous les jours.,Nous prenez tous les jours.,Nous,Nous,prenons,subject_verb_agreement
Vous finissez avec ses amis.,Vous finissent avec ses amis.,Vous,Vous,finissez,subject_verb_agreement
Vous parlez rapidement.,Vous parlent rapidement.,Vous,Vous,parlez,subject_verb_agreement
Le garçon parle en silence.,Le garçon parlent en silence.,Le garçon,Le garçon,parle,subject_verb_agreement
Je vois le matin.,Je voyons le matin.,Je,Je,vois,subject_verb_agreement
Tu viens pendant le week-end.,Tu viennent pendant le week-end.,Tu,Tu,viens,subject_verb_agreement
Je finis à l'école.,Je finissent à l'école.,Je,Je,finis,subject_verb_agreement
Le garçon finit le matin.,Le garçon finis le matin.,Le garçon,Le garçon,finit,subject_verb_agreement
Nous venons le matin.,Nous venez le matin.,Nous,Nous,venons,subject_verb_agreement
La fille prend à l'école.,La fille prenons à l'école.,La fille,La fille,prend,subject_verb_agreement
Vous parlez chez moi.,Vous parlons chez moi.,Vous,Vous,parlez,subject_verb_agreement
Elle parle avec ses amis.,Elle parlez avec ses amis.,Elle,Elle,parle,subject_verb_agreement
Elles voient le matin.,Elles vois le matin.,Elles,Elles,voient,subject_verb_agreement
Tu finis au marché.,Tu finit au marché.,Tu,Tu,finis,subject_verb_agreement
Les filles viennent chez moi.,Les filles venons chez moi.,Les filles,Les filles,viennent,subject_verb_agreement
On prend en silence.,On prenez en silence.,On,On,prend,subject_verb_agreement
On vient pendant le week-end.,On viennent pendant le week-end.,On,On,vient,subject_verb_agreement
Elle vient en silence.,Elle viens en silence.,Elle,Elle,vient,subject_verb_agreement
Nous prenons rapidement.,Nous prennent rapidement.,Nous,Nous,prenons,subject_verb_agreement
Tu prends en silence.,Tu prenez en silence.,Tu,Tu,prends,subject_verb_agreement
Les filles voient tous les jours.,Les filles vois tous les jours.,Les filles,Les filles,voient,subject_verb_agreement
Nous parlons rapidement.,Nous parle rapidement.,Nous,Nous,parlons,subject_verb_agreement
On finit pendant le week-end.,On finissent pendant le week-end.,On,On,finit,subject_verb_agreement
Ils prennent en été.,Ils prends en été.,Ils,Ils,prennent,subject_verb_agreement
Elle voit tous les jours.,Elle vois tous les jours.,Elle,Elle,voit,subject_verb_agreement
Vous parlez avec ses amis.,Vous parlent avec ses amis.,Vous,Vous,parlez,subject_verb_agreement
Nous voyons à l'école.,Nous voient à l'école.,Nous,Nous,voyons,subject_verb_agreement
Elle vient au marché.,Elle viennent au marché.,Elle,Elle,vient,subject_verb_agreement
Vous voyez en été.,Vous voit en été.,Vous,Vous,voyez,subject_verb_agreement
Vous voyez en été.,Vous voit en été.,Vous,Vous,voyez,subject_verb_agreement
Tu prends le matin.,Tu prennent le matin.,Tu,Tu,prends,subject_verb_agreement
La fille vient en silence.,La fille venons en silence.,La fille,La fille,vient,subject_verb_agreement
Les garçons finissent tous les jours.,Les garçons finissez tous les jours.,Les garçons,Les garçons,finissent,subject_verb_agreement
Ils parlent chez moi.,Ils parle chez moi.,Ils,Ils,parlent,subject_verb_agreement
Elles parlent en silence.,Elles parlons en silence.,Elles,Elles,parlent,subject_verb_agreement
Ils parlent en silence.,Ils parle en silence.,Ils,Ils,parlent,subject_verb_agreement
Vous parlez rapidement.,Vous parlent rapidement.,Vous,Vous,parlez,subject_verb_agreement
Vous finissez en silence.,Vous finissons en silence.,Vous,Vous,finissez,subject_verb_agreement
Les garçons prennent le matin.,Les garçons prenez le matin.,Les garçons,Les garçons,prennent,subject_verb_agreement
La fille prend le matin.,La fille prennent le matin.,La fille,La fille,prend,subject_verb_agreement
On vient chez moi.,On venez chez moi.,On,On,vient,subject_verb_agreement
Vous parlez tous les jours.,Vous parle tous les jours.,Vous,Vous,parlez,subject_verb_agreement
Nous venons rapidement.,Nous vient rapidement.,Nous,Nous,venons,subject_verb_agreement
On parle en silence.,On parlez en silence.,On,On,parle,subject_verb_agreement
Nous voyons au marché.,Nous voient au marché.,Nous,Nous,voyons,subject_verb_agreement
Tu prends rapidement.,Tu prenons rapidement.,Tu,Tu,prends,subject_verb_agreement
Je finis à l'école.,Je finit à l'école.,Je,Je,finis,subject_verb_agreement
Elles prennent avec ses amis.,Elles prend avec ses amis.,Elles,Elles,prennent,subject_verb_agreement
On parle le matin.,On parlent le matin.,On,On,parle,subject_verb_agreement
Elle parle en été.,Elle parles en été.,Elle,Elle,parle,subject_verb_agreement
Elles voient le matin.,Elles voyez le matin.,Elles,Elles,voient,subject_verb_agreement
Je finis à l'école.,Je finit à l'école.,Je,Je,finis,subject_verb_agreement
Les filles finissent au marché.,Les filles finis au marché.,Les filles,Les filles,finissent,subject_verb_agreement
On vient au marché.,On venez au marché.,On,On,vient,subject_verb_agreement
Il finit chez moi.,Il finis chez moi.,Il,Il,finit,subject_verb_agreement
Vous voyez pendant le week-end.,Vous voit pendant le week-end.,Vous,Vous,voyez,subject_verb_agreement
Elles voient rapidement.,Elles vois rapidement.,Elles,Elles,voient,subject_verb_agreement
Le garçon finit avec ses amis.,Le garçon finis avec ses amis.,Le garçon,Le garçon,finit,subject_verb_agreement
Les garçons finissent pendant le week-end.,Les garçons finissez pendant le week-end.,Les garçons,Les garçons,finissent,subject_verb_agreement
Nous finissons en été.,Nous finissent en été.,Nous,Nous,finissons,subject_verb_agreement
On parle rapidement.,On parles rapidement.,On,On,parle,subject_verb_agreement
Elles parlent en été.,Elles parle en été.,Elles,Elles,parlent,subject_verb_agreement
Les filles finissent à l'école.,Les filles finit à l'école.,Les filles,Les filles,finissent,subject_verb_agreement
On vient au marché.,On viennent au marché.,On,On,vient,subject_verb_agreement
Je parle tous les jours.,Je parlons tous les jours.,Je,Je,parle,subject_verb_agreement
Les filles parlent pendant le week-end.,Les filles parlez pendant le week-end.,Les filles,Les filles,parlent,subject_verb_agreement
Elles finissent rapidement.,Elles finit rapidement.,Elles,Elles,finissent,subject_verb_agreement
Il parle pendant le week-end.,Il parlons pendant le week-end.,Il,Il,parle,subject_verb_agreement
Tu prends chez moi.,Tu prend chez moi.,Tu,Tu,prends,subject_verb_agreement
Ils voient avec ses amis.,Ils vois avec ses amis.,Ils,Ils,voient,subject_verb_agreement
Elles viennent pendant le week-end.,Elles viens pendant le week-end.,Elles,Elles,viennent,subject_verb_agreement
Vous finissez rapidement.,Vous finit rapidement.,Vous,Vous,finissez,subject_verb_agreement
Vous prenez chez moi.,Vous prends chez moi.,Vous,Vous,prenez,subject_verb_agreement
Nous venons en été.,Nous vient en été.,Nous,Nous,venons,subject_verb_agreement
Je vois en silence.,Je voient en silence.,Je,Je,vois,subject_verb_agreement
Je finis rapidement.,Je finissons rapidement.,Je,Je,finis,subject_verb_agreement
Vous prenez rapidement.,Vous prenons rapidement.,Vous,Vous,prenez,subject_verb_agreement
Les garçons prennent en silence.,Les garçons prenons en silence.,Les garçons,Les garçons,prennent,subject_verb_agreement
Tu vois tous les jours.,Tu voyez tous les jours.,Tu,Tu,vois,subject_verb_agreement
Nous finissons au marché.,Nous finissent au marché.,Nous,Nous,finissons,subject_verb_agreement
Je parle chez moi.,Je parlent chez moi.,Je,Je,parle,subject_verb_agreement
Je parle en été.,Je parles en été.,Je,Je,parle,subject_verb_agreement
Nous prenons à l'école.,Nous prends à l'école.,Nous,Nous,prenons,subject_verb_agreement
Tu vois avec ses amis.,Tu voyez avec ses amis.,Tu,Tu,vois,subject_verb_agreement
Tu parles avec ses amis.,Tu parle avec ses amis.,Tu,Tu,parles,subject_verb_agreement
Ils prennent le matin.,Ils prend le matin.,Ils,Ils,prennent,subject_verb_agreement
Les garçons finissent avec ses amis.,Les garçons finit avec ses amis.,Les garçons,Les garçons,finissent,subject_verb_agreement
Je parle pendant le week-end.,Je parlez pendant le week-end.,Je,Je,parle,subject_verb_agreement
Les filles viennent en été.,Les filles vient en été.,Les filles,Les filles,viennent,subject_verb_agreement
Tu finis au marché.,Tu finissent au marché.,Tu,Tu,finis,subject_verb_agreement
Je vois à l'école.,Je voient à l'école.,Je,Je,vois,subject_verb_agreement
On prend pendant le week-end.,On prends pendant le week-end.,On,On,prend,subject_verb_agreement
On prend pendant le week-end.,On prennent pendant le week-end.,On,On,prend,subject_verb_agreement
Nous prenons pendant le week-end.,Nous prennent pendant le week-end.,Nous,Nous,prenons,subject_verb_agreement
Elles finissent chez moi.,Elles finissons chez moi.,Elles,Elles,finissent,subject_verb_agreement
Tu finis chez moi.,Tu finissent chez moi.,Tu,Tu,finis,subject_verb_agreement
Le garçon prend chez moi.,Le garçon prennent chez moi.,Le garçon,Le garçon,prend,subject_verb_agreement
La fille vient au marché.,La fille viens au marché.,La fille,La fille,vient,subject_verb_agreement
La fille voit rapidement.,La fille vois rapidement.,La fille,La fille,voit,subject_verb_agreement
Elles parlent pendant le week-end.,Elles parles pendant le week-end.,Elles,Elles,parlent,subject_verb_agreement
La fille vient le matin.,La fille viens le matin.,La fille,La fille,vient,subject_verb_agreement
Le garçon prend pendant le week-end.,Le garçon prends pendant le week-end.,Le garçon,Le garçon,prend,subject_verb_agreement
Il finit le matin.,Il finissez le matin.,Il,Il,finit,subject_verb_agreement
La fille parle en silence.,La fille parles en silence.,La fille,La fille,parle,subject_verb_agreement
Le garçon finit à l'école.,Le garçon finissent à l'école.,Le garçon,Le garçon,finit,subject_verb_agreement
La fille prend tous les jours.,La fille prennent tous les jours.,La fille,La fille,prend,subject_verb_agreement
Ils viennent rapidement.,Ils vient rapidement.,Ils,Ils,viennent,subject_verb_agreement
Elles viennent à l'école.,Elles viens à l'école.,Elles,Elles,viennent,subject_verb_agreement
On parle en silence.,On parlez en silence.,On,On,parle,subject_verb_agreement
Les garçons parlent le matin.,Les garçons parle le matin.,Les garçons,Les garçons,parlent,subject_verb_agreement
Les garçons finissent le matin.,Les garçons finit le matin.,Les garçons,Les garçons,finissent,subject_verb_agreement
Il voit en silence.,Il voyez en silence.,Il,Il,voit,subject_verb_agreement
Le garçon voit avec ses amis.,Le garçon vois avec ses amis.,Le garçon,Le garçon,voit,subject_verb_agreement
La fille voit à l'école.,La fille vois à l'école.,La fille,La fille,voit,subject_verb_agreement
Les filles prennent en silence.,Les filles prend en silence.,Les filles,Les filles,prennent,subject_verb_agreement
Vous prenez à l'école.,Vous prend à l'école.,Vous,Vous,prenez,subject_verb_agreement
Nous venons en silence.,Nous viens en silence.,Nous,Nous,venons,subject_verb_agreement
Le garçon prend pendant le week-end.,Le garçon prenons pendant le week-end.,Le garçon,Le garçon,prend,subject_verb_agreement
Elle prend en silence.,Elle prennent en silence.,Elle,Elle,prend,subject_verb_agreement
On parle pendant le week-end.,On parlent pendant le week-end.,On,On,parle,subject_verb_agreement
Vous prenez avec ses amis.,Vous prends avec ses amis.,Vous,Vous,prenez,subject_verb_agreement
La fille parle à l'école.,La fille parlent à l'école.,La fille,La fille,parle,subject_verb_agreement
Les filles voient en silence.,Les filles voyez en silence.,Les filles,Les filles,voient,subject_verb_agreement
Tu parles en silence.,Tu parlez en silence.,Tu,Tu,parles,subject_verb_agreement
On voit à l'école.,On vois à l'école.,On,On,voit,subject_verb_agreement
Vous voyez tous les jours.,Vous vois tous les jours.,Vous,Vous,voyez,subject_verb_agreement
