good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Ils sont partis à l'école.;Ils sont parties à l'école.;partis;parties;partis;auxiliary_agreement
Ils sont venus à l'école.;Ils sont venues à l'école.;venus;venues;venus;auxiliary_agreement
Ils sont arrivés à l'école.;Ils sont arrivées à l'école.;arrivés;arrivées;arrivés;auxiliary_agreement
Ils sont montés à l'école.;Ils sont montées à l'école.;montés;montées;montés;auxiliary_agreement
Ils sont descendus à l'école.;Ils sont descendues à l'école.;descendus;descendues;descendus;auxiliary_agreement
Ils sont nés à l'école.;Ils sont nées à l'école.;nés;nées;nés;auxiliary_agreement
Ils sont restés à l'école.;Ils sont restées à l'école.;restés;restées;restés;auxiliary_agreement
Ils sont entrés à l'école.;Ils sont entrées à l'école.;entrés;entrées;entrés;auxiliary_agreement
Ils sont tombés à l'école.;Ils sont tombées à l'école.;tombés;tombées;tombés;auxiliary_agreement
Elles sont allées à l'école.;Elles sont allé à l'école.;allées;allé;allées;auxiliary_agreement
Elles sont parties à l'école.;Elles sont parti à l'école.;parties;parti;parties;auxiliary_agreement
Elles sont venues à l'école.;Elles sont venu à l'école.;venues;venu;venues;auxiliary_agreement
Elles sont arrivées à l'école.;Elles sont arrivé à l'école.;arrivées;arrivé;arrivées;auxiliary_agreement
Elles sont montées à l'école.;Elles sont monté à l'école.;montées;monté;montées;auxiliary_agreement
Elles sont descendues à l'école.;Elles sont descendu à l'école.;descendues;descendu;descendues;auxiliary_agreement
Elles sont nées à l'école.;Elles sont né à l'école.;nées;né;nées;auxiliary_agreement
Elles sont restées à l'école.;Elles sont resté à l'école.;restées;resté;restées;auxiliary_agreement
Elles sont entrées à l'école.;Elles sont entré à l'école.;entrées;entré;entrées;auxiliary_agreement
Elles sont tombées à l'école.;Elles sont tombé à l'école.;tombées;tombé;tombées;auxiliary_agreement
En général, Je suis allé rapidement.;En général, Je suis allée rapidement.;allé;allée;allé;auxiliary_agreement
En général, Je suis parti rapidement.;En général, Je suis partie rapidement.;parti;partie;parti;auxiliary_agreement
En général, Je suis venu rapidement.;En général, Je suis venue rapidement.;venu;venue;venu;auxiliary_agreement
En général, Je suis arrivé rapidement.;En général, Je suis arrivée rapidement.;arrivé;arrivée;arrivé;auxiliary_agreement
En général, Je suis monté rapidement.;En général, Je suis montée rapidement.;monté;montée;monté;auxiliary_agreement
En général, Je suis descendu rapidement.;En général, Je suis descendue rapidement.;descendu;descendue;descendu;auxiliary_agreement
En général, Je suis né rapidement.;En général, Je suis née rapidement.;né;née;né;auxiliary_agreement
En général, Je suis resté rapidement.;En général, Je suis restée rapidement.;resté;restée;resté;auxiliary_agreement
En général, Je suis entré rapidement.;En général, Je suis entrée rapidement.;entré;entrée;entré;auxiliary_agreement
En général, Je suis tombé rapidement.;En général, Je suis tombée rapidement.;tombé;tombée;tombé;auxiliary_agreement
En général, Je suis allée rapidement.;En général, Je suis allés rapidement.;allée;allés;allée;auxiliary_agreement
En général, Je suis partie rapidement.;En général, Je suis partis rapidement.;partie;partis;partie;auxiliary_agreement
En général, Je suis venue rapidement.;En général, Je suis venus rapidement.;venue;venus;venue;auxiliary_agreement
En général, Je suis arrivée rapidement.;En général, Je suis arrivés rapidement.;arrivée;arrivés;arrivée;auxiliary_agreement
En général, Je suis montée rapidement.;En général, Je suis montés rapidement.;montée;montés;montée;auxiliary_agreement
En général, Je suis descendue rapidement.;En général, Je suis descendus rapidement.;descendue;descendus;descendue;auxiliary_agreement
En général, Je suis née rapidement.;En général, Je suis nés rapidement.;née;nés;née;auxiliary_agreement
En général, Je suis restée rapidement.;En général, Je suis restés rapidement.;restée;restés;restée;auxiliary_agreement
En général, Je suis entrée rapidement.;En général, Je suis entrés rapidement.;entrée;entrés;entrée;auxiliary_agreement
En général, Je suis tombée rapidement.;En général, Je suis tombés rapidement.;tombée;tombés;tombée;auxiliary_agreement
En général, Tu es allé rapidement.;En général, Tu es allée rapidement.;allé;allée;allé;auxiliary_agreement
En général, Tu es parti rapidement.;En général, Tu es partie rapidement.;parti;partie;parti;auxiliary_agreement
En général, Tu es venu rapidement.;En général, Tu es venue rapidement.;venu;venue;venu;auxiliary_agreement
En général, Tu es arrivé rapidement.;En général, Tu es arrivée rapidement.;arrivé;arrivée;arrivé;auxiliary_agreement
En général, Tu es monté rapidement.;En général, Tu es montée rapidement.;monté;montée;monté;auxiliary_agreement
En général, Tu es descendu rapidement.;En général, Tu es descendue rapidement.;descendu;descendue;descendu;auxiliary_agreement
En général, Tu es né rapidement.;En général, Tu es née rapidement.;né;née;né;auxiliary_agreement
En général, Tu es resté rapidement.;En général, Tu es restée rapidement.;resté;restée;resté;auxiliary_agreement
En général, Tu es entré rapidement.;En général, Tu es entrée rapidement.;entré;entrée;entré;auxiliary_agreement
En général, Tu es tombé rapidement.;En général, Tu es tombée rapidement.;tombé;tombée;tombé;auxiliary_agreement
En général, Tu es allée rapidement.;En général, Tu es allés rapidement.;allée;allés;allée;auxiliary_agreement
En général, Tu es partie rapidement.;En général, Tu es partis rapidement.;partie;partis;partie;auxiliary_agreement
En général, Tu es venue rapidement.;En général, Tu es venus rapidement.;venue;venus;venue;auxiliary_agreement
En général, Tu es arrivée rapidement.;En général, Tu es arrivés rapidement.;arrivée;arrivés;arrivée;auxiliary_agreement
En général, Tu es montée rapidement.;En général, Tu es montés rapidement.;montée;montés;montée;auxiliary_agreement
En général, Tu es descendue rapidement.;En général, Tu es descendus rapidement.;descendue;descendus;descendue;auxiliary_agreement
En général, Tu es née rapidement.;En général, Tu es nés rapidement.;née;nés;née;auxiliary_agreement
En général, Tu es restée rapidement.;En général, Tu es restés rapidement.;restée;restés;restée;auxiliary_agreement
En général, Tu es entrée rapidement.;En général, Tu es entrés rapidement.;entrée;entrés;entrée;auxiliary_agreement
En général, Tu es tombée rapidement.;En général, Tu es tombés rapidement.;tombée;tombés;tombée;auxiliary_agreement
En général, Il est allé rapidement.;En général, Il est allée rapidement.;allé;allée;allé;auxiliary_agreement
En général, Il est parti rapidement.;En général, Il est partie rapidement.;parti;partie;parti;auxiliary_agreement
En général, Il est venu rapidement.;En général, Il est venue rapidement.;venu;venue;venu;auxiliary_agreement
En général, Il est arrivé rapidement.;En général, Il est arrivée rapidement.;arrivé;arrivée;arrivé;auxiliary_agreement
En général, Il est monté rapidement.;En général, Il est montée rapidement.;monté;montée;monté;auxiliary_agreement
En général, Il est descendu rapidement.;En général, Il est descendue rapidement.;descendu;descendue;descendu;auxiliary_agreement
En général, Il est né rapidement.;En général, Il est née rapidement.;né;née;né;auxiliary_agreement
En général, Il est resté rapidement.;En général, Il est restée rapidement.;resté;restée;resté;auxiliary_agreement
En général, Il est entré rapidement.;En général, Il est entrée rapidement.;entré;entrée;entré;auxiliary_agreement
En général, Il est tombé rapidement.;En général, Il est tombée rapidement.;tombé;tombée;tombé;auxiliary_agreement
En général, Elle est allée rapidement.;En général, Elle est allés rapidement.;allée;allés;allée;auxiliary_agreement
En général, Elle est partie rapidement.;En général, Elle est partis rapidement.;partie;partis;partie;auxiliary_agreement
En général, Elle est venue rapidement.;En général, Elle est venus rapidement.;venue;venus;venue;auxiliary_agreement
En général, Elle est arrivée rapidement.;En général, Elle est arrivés rapidement.;arrivée;arrivés;arrivée;auxiliary_agreement
En général, Elle est montée rapidement.;En général, Elle est montés rapidement.;montée;montés;montée;auxiliary_agreement
En général, Elle est descendue rapidement.;En général, Elle est descendus rapidement.;descendue;descendus;descendue;auxiliary_agreement
En général, Elle est née rapidement.;En général, Elle est nés rapidement.;née;nés;née;auxiliary_agreement
En général, Elle est restée rapidement.;En général, Elle est restés rapidement.;restée;restés;restée;auxiliary_agreement
En général, Elle est entrée rapidement.;En général, Elle est entrés rapidement.;entrée;entrés;entrée;auxiliary_agreement
En général, Elle est tombée rapidement.;En général, Elle est tombés rapidement.;tombée;tombés;tombée;auxiliary_agreement
En général, Nous sommes allés rapidement.;En général, Nous sommes allées rapidement.;allés;allées;allés;auxiliary_agreement
En général, Nous sommes partis rapidement.;En général, Nous sommes parties rapidement.;partis;parties;partis;auxiliary_agreement
En général, Nous sommes venus rapidement.;En général, Nous sommes venues rapidement.;venus;venues;venus;auxiliary_agreement
En général, Nous sommes arrivés rapidement.;En général, Nous sommes arrivées rapidement.;arrivés;arrivées;arrivés;auxiliary_agreement
En général, Nous sommes montés rapidement.;En général, Nous sommes montées rapidement.;montés;montées;montés;auxiliary_agreement
En général, Nous sommes descendus rapidement.;En général, Nous sommes descendues rapidement.;descendus;descendues;descendus;auxiliary_agreement
En général, Nous sommes nés rapidement.;En général, Nous sommes nées rapidement.;nés;nées;nés;auxiliary_agreement
En général, Nous sommes restés rapidement.;En général, Nous sommes restées rapidement.;restés;restées;restés;auxiliary_agreement
En général, Nous sommes entrés rapidement.;En général, Nous sommes entrées rapidement.;entrés;entrées;entrés;auxiliary_agreement
En général, Nous sommes tombés rapidement.;En général, Nous sommes tombées rapidement.;tombés;tombées;tombés;auxiliary_agreement
En général, Nous sommes allées rapidement.;En général, Nous sommes allé rapidement.;allées;allé;allées;auxiliary_agreement
En général, Nous sommes parties rapidement.;En général, Nous sommes parti rapidement.;parties;parti;parties;auxiliary_agreement
En général, Nous sommes venues rapidement.;En général, Nous sommes venu rapidement.;venues;venu;venues;auxiliary_agreement
En général, Nous sommes arrivées rapidement.;En général, Nous sommes arrivé rapidement.;arrivées;arrivé;arrivées;auxiliary_agreement
En général, Nous sommes montées rapidement.;En général, Nous sommes monté rapidement.;montées;monté;montées;auxiliary_agreement
En général, Nous sommes descendues rapidement.;En général, Nous sommes descendu rapidement.;descendues;descendu;descendues;auxiliary_agreement
En général, Nous sommes nées rapidement.;En général, Nous sommes né rapidement.;nées;né;nées;auxiliary_agreement
En général, Nous sommes restées rapidement.;En général, Nous sommes resté rapidement.;restées;resté;restées;auxiliary_agreement
En général, Nous sommes entrées rapidement.;En général, Nous sommes entré rapidement.;entrées;entré;entrées;auxiliary_agreement
En général, Nous sommes tombées rapidement.;En général, Nous sommes tombé rapidement.;tombées;tombé;tombées;auxiliary_agreement
En général, Vous êtes allés rapidement.;En général, Vous êtes allées rapidement.;allés;allées;allés;auxiliary_agreement
En général, Vous êtes partis rapidement.;En général, Vous êtes parties rapidement.;partis;parties;partis;auxiliary_agreement
En général, Vous êtes venus rapidement.;En général, Vous êtes venues rapidement.;venus;venues;venus;auxiliary_agreement
En général, Vous êtes arrivés rapidement.;En général, Vous êtes arrivées rapidement.;arrivés;arrivées;arrivés;auxiliary_agreement
En général, Vous êtes montés rapidement.;En général, Vous êtes montées rapidement.;montés;montées;montés;auxiliary_agreement
En général, Vous êtes descendus rapidement.;En général, Vous êtes descendues rapidement.;descendus;descendues;descendus;auxiliary_agreement
En général, Vous êtes nés rapidement.;En général, Vous êtes nées rapidement.;nés;nées;nés;auxiliary_agreement
En général, Vous êtes restés rapidement.;En général, Vous êtes restées rapidement.;restés;restées;restés;auxiliary_agreement
En général, Vous êtes entrés rapidement.;En général, Vous êtes entrées rapidement.;entrés;entrées;entrés;auxiliary_agreement
En général, Vous êtes tombés rapidement.;En général, Vous êtes tombées rapidement.;tombés;tombées;tombés;auxiliary_agreement
En général, Vous êtes allées rapidement.;En général, Vous êtes allé rapidement.;allées;allé;allées;auxiliary_agreement
En général, Vous êtes parties rapidement.;En général, Vous êtes parti rapidement.;parties;parti;parties;auxiliary_agreement
En général, Vous êtes venues rapidement.;En général, Vous êtes venu rapidement.;venues;venu;venues;auxiliary_agreement
En général, Vous êtes arrivées rapidement.;En général, Vous êtes arrivé rapidement.;arrivées;arrivé;arrivées;auxiliary_agreement
En général, Vous êtes montées rapidement.;En général, Vous êtes monté rapidement.;montées;monté;montées;auxiliary_agreement
En général, Vous êtes descendues rapidement.;En général, Vous êtes descendu rapidement.;descendues;descendu;descendues;auxiliary_agreement
En général, Vous êtes nées rapidement.;En général, Vous êtes né rapidement.;nées;né;nées;auxiliary_agreement
En général, Vous êtes restées rapidement.;En général, Vous êtes resté rapidement.;restées;resté;restées;auxiliary_agreement
En général, Vous êtes entrées rapidement.;En général, Vous êtes entré rapidement.;entrées;entré;entrées;auxiliary_agreement
En général, Vous êtes tombées rapidement.;En général, Vous êtes tombé rapidement.;tombées;tombé;tombées;auxiliary_agreement
En général, Ils sont allés rapidement.;En général, Ils sont allées rapidement.;allés;allées;allés;auxiliary_agreement
En général, Ils sont partis rapidement.;En général, Ils sont parties rapidement.;partis;parties;partis;auxiliary_agreement
En général, Ils sont venus rapidement.;En général, Ils sont venues rapidement.;venus;venues;venus;auxiliary_agreement
En général, Ils sont arrivés rapidement.;En général, Ils sont arrivées rapidement.;arrivés;arrivées;arrivés;auxiliary_agreement
En général, Ils sont montés rapidement.;En général, Ils sont montées rapidement.;montés;montées;montés;auxiliary_agreement
En général, Ils sont descendus rapidement.;En général, Ils sont descendues rapidement.;descendus;descendues;descendus;auxiliary_agreement
En général, Ils sont nés rapidement.;En général, Ils sont nées rapidement.;nés;nées;nés;auxiliary_agreement
En général, Ils sont restés rapidement.;En général, Ils sont restées rapidement.;restés;restées;restés;auxiliary_agreement
En général, Ils sont entrés rapidement.;En général, Ils sont entrées rapidement.;entrés;entrées;entrés;auxiliary_agreement
En général, Ils sont tombés rapidement.;En général, Ils sont tombées rapidement.;tombés;tombées;tombés;auxiliary_agreement
En général, Elles sont allées rapidement.;En général, Elles sont allé rapidement.;allées;allé;allées;auxiliary_agreement
En général, Elles sont parties rapidement.;En général, Elles sont parti rapidement.;parties;parti;parties;auxiliary_agreement
En général, Elles sont venues rapidement.;En général, Elles sont venu rapidement.;venues;venu;venues;auxiliary_agreement
En général, Elles sont arrivées rapidement.;En général, Elles sont arrivé rapidement.;arrivées;arrivé;arrivées;auxiliary_agreement
En général, Elles sont montées rapidement.;En général, Elles sont monté rapidement.;montées;monté;montées;auxiliary_agreement
En général, Elles sont descendues rapidement.;En général, Elles sont descendu rapidement.;descendues;descendu;descendues;auxiliary_agreement
En général, Elles sont nées rapidement.;En général, Elles sont né rapidement.;nées;né;nées;auxiliary_agreement
En général, Elles sont restées rapidement.;En général, Elles sont resté rapidement.;restées;resté;restées;auxiliary_agreement
En général, Elles sont entrées rapidement.;En général, Elles sont entré rapidement.;entrées;entré;entrées;auxiliary_agreement
En général, Elles sont tombées rapidement.;En général, Elles sont tombé rapidement.;tombées;tombé;tombées;auxiliary_agreement
Souvent, Je suis allé sans problème.;Souvent, Je suis allée sans problème.;allé;allée;allé;auxiliary_agreement
Souvent, Je suis parti sans problème.;Souvent, Je suis partie sans problème.;parti;partie;parti;auxiliary_agreement
Souvent, Je suis venu sans problème.;Souvent, Je suis venue sans problème.;venu;venue;venu;auxiliary_agreement
Souvent, Je suis arrivé sans problème.;Souvent, Je suis arrivée sans problème.;arrivé;arrivée;arrivé;auxiliary_agreement
Souvent, Je suis monté sans problème.;Souvent, Je suis montée sans problème.;monté;montée;monté;auxiliary_agreement
Souvent, Je suis descendu sans problème.;Souvent, Je suis descendue sans problème.;descendu;descendue;descendu;auxiliary_agreement
Souvent, Je suis né sans problème.;Souvent, Je suis née sans problème.;né;née;né;auxiliary_agreement
Souvent, Je suis resté sans problème.;Souvent, Je suis restée sans problème.;resté;restée;resté;auxiliary_agreement
Souvent, Je suis entré sans problème.;Souvent, Je suis entrée sans problème.;entré;entrée;entré;auxiliary_agreement
Souvent, Je suis tombé sans problème.;Souvent, Je suis tombée sans problème.;tombé;tombée;tombé;auxiliary_agreement
Souvent, Je suis allée sans problème.;Souvent, Je suis allés sans problème.;allée;allés;allée;auxiliary_agreement
Souvent, Je suis partie sans problème.;Souvent, Je suis partis sans problème.;partie;partis;partie;auxiliary_agreement
Souvent, Je suis venue sans problème.;Souvent, Je suis venus sans problème.;venue;venus;venue;auxiliary_agreement
Souvent, Je suis arrivée sans problème.;Souvent, Je suis arrivés sans problème.;arrivée;arrivés;arrivée;auxiliary_agreement
Souvent, Je suis montée sans problème.;Souvent, Je suis montés sans problème.;montée;montés;montée;auxiliary_agreement
Souvent, Je suis descendue sans problème.;Souvent, Je suis descendus sans problème.;descendue;descendus;descendue;auxiliary_agreement
Souvent, Je suis née sans problème.;Souvent, Je suis nés sans problème.;née;nés;née;auxiliary_agreement
Souvent, Je suis restée sans problème.;Souvent, Je suis restés sans problème.;restée;restés;restée;auxiliary_agreement
Souvent, Je suis entrée sans problème.;Souvent, Je suis entrés sans problème.;entrée;entrés;entrée;auxiliary_agreement
Souvent, Je suis tombée sans problème.;Souvent, Je suis tombés sans problème.;tombée;tombés;tombée;auxiliary_agreement
Souvent, Tu es allé sans problème.;Souvent, Tu es allée sans problème.;allé;allée;allé;auxiliary_agreement
Souvent, Tu es parti sans problème.;Souvent, Tu es partie sans problème.;parti;partie;parti;auxiliary_agreement
Souvent, Tu es venu sans problème.;Souvent, Tu es venue sans problème.;venu;venue;venu;auxiliary_agreement
Souvent, Tu es arrivé sans problème.;Souvent, Tu es arrivée sans problème.;arrivé;arrivée;arrivé;auxiliary_agreement
Souvent, Tu es monté sans problème.;Souvent, Tu es montée sans problème.;monté;montée;monté;auxiliary_agreement
Souvent, Tu es descendu sans problème.;Souvent, Tu es descendue sans problème.;descendu;descendue;descendu;auxiliary_agreement
Souvent, Tu es né sans problème.;Souvent, Tu es née sans problème.;né;née;né;auxiliary_agreement
Souvent, Tu es resté sans problème.;Souvent, Tu es restée sans problème.;resté;restée;resté;auxiliary_agreement
Souvent, Tu es entré sans problème.;Souvent, Tu es entrée sans problème.;entré;entrée;entré;auxiliary_agreement
Souvent, Tu es tombé sans problème.;Souvent, Tu es tombée sans problème.;tombé;tombée;tombé;auxiliary_agreement
Souvent, Tu es allée sans problème.;Souvent, Tu es allés sans problème.;allée;allés;allée;auxiliary_agreement
Souvent, Tu es partie sans problème.;Souvent, Tu es partis sans problème.;partie;partis;partie;auxiliary_agreement
Souvent, Tu es venue sans problème.;Souvent, Tu es venus sans problème.;venue;venus;venue;auxiliary_agreement
Souvent, Tu es arrivée sans problème.;Souvent, Tu es arrivés sans problème.;arrivée;arrivés;arrivée;auxiliary_agreement
Souvent, Tu es montée sans problème.;Souvent, Tu es montés sans problème.;montée;montés;montée;auxiliary_agreement
Souvent, Tu es descendue sans problème.;Souvent, Tu es descendus sans problème.;descendue;descendus;descendue;auxiliary_agreement
Souvent, Tu es née sans problème.;Souvent, Tu es nés sans problème.;née;nés;née;auxiliary_agreement
Souvent, Tu es restée sans problème.;Souvent, Tu es restés sans problème.;restée;restés;restée;auxiliary_agreement
Souvent, Tu es entrée sans problème.;Souvent, Tu es entrés sans problème.;entrée;entrés;entrée;auxiliary_agreement
Souvent, Tu es tombée sans problème.;Souvent, Tu es tombés sans problème.;tombée;tombés;tombée;auxiliary_agreement
Souvent, Il est allé sans problème.;Souvent, Il est allée sans problème.;allé;allée;allé;auxiliary_agreement
Souvent, Il est parti sans problème.;Souvent, Il est partie sans problème.;parti;partie;parti;auxiliary_agreement
Souvent, Il est venu sans problème.;Souvent, Il est venue sans problème.;venu;venue;venu;auxiliary_agreement
Souvent, Il est arrivé sans problème.;Souvent, Il est arrivée sans problème.;arrivé;arrivée;arrivé;auxiliary_agreement
Souvent, Il est monté sans problème.;Souvent, Il est montée sans problème.;monté;montée;monté;auxiliary_agreement
Souvent, Il est descendu sans problème.;Souvent, Il est descendue sans problème.;descendu;descendue;descendu;auxiliary_agreement
Souvent, Il est né sans problème.;Souvent, Il est née sans problème.;né;née;né;auxiliary_agreement
Souvent, Il est resté sans problème.;Souvent, Il est restée sans problème.;resté;restée;resté;auxiliary_agreement
Souvent, Il est entré sans problème.;Souvent, Il est entrée sans problème.;entré;entrée;entré;auxiliary_agreement
Souvent, Il est tombé sans problème.;Souvent, Il est tombée sans problème.;tombé;tombée;tombé;auxiliary_agreement
Souvent, Elle est allée sans problème.;Souvent, Elle est allés sans problème.;allée;allés;allée;auxiliary_agreement
Souvent, Elle est partie sans problème.;Souvent, Elle est partis sans problème.;partie;partis;partie;auxiliary_agreement
Souvent, Elle est venue sans problème.;Souvent, Elle est venus sans problème.;venue;venus;venue;auxiliary_agreement
Souvent, Elle est arrivée sans problème.;Souvent, Elle est arrivés sans problème.;arrivée;arrivés;arrivée;auxiliary_agreement
Souvent, Elle est montée sans problème.;Souvent, Elle est montés sans problème.;montée;montés;montée;auxiliary_agreement
Souvent, Elle est descendue sans problème.;Souvent, Elle est descendus sans problème.;descendue;descendus;descendue;auxiliary_agreement
Souvent, Elle est née sans problème.;Souvent, Elle est nés sans problème.;née;nés;née;auxiliary_agreement
Souvent, Elle est restée sans problème.;Souvent, Elle est restés sans problème.;restée;restés;restée;auxiliary_agreement
Souvent, Elle est entrée sans problème.;Souvent, Elle est entrés sans problème.;entrée;entrés;entrée;auxiliary_agreement
Souvent, Elle est tombée sans problème.;Souvent, Elle est tombés sans problème.;tombée;tombés;tombée;auxiliary_agreement
Souvent, Nous sommes allés sans problème.;Souvent, Nous sommes allées sans problème.;allés;allées;allés;auxiliary_agreement
Souvent, Nous sommes partis sans problème.;Souvent, Nous sommes parties sans problème.;partis;parties;partis;auxiliary_agreement
Souvent, Nous sommes venus sans problème.;Souvent, Nous sommes venues sans problème.;venus;venues;venus;auxiliary_agreement
Souvent, Nous sommes arrivés sans problème.;Souvent, Nous sommes arrivées sans problème.;arrivés;arrivées;arrivés;auxiliary_agreement
Souvent, Nous sommes montés sans problème.;Souvent, Nous sommes montées sans problème.;montés;montées;montés;auxiliary_agreement
Souvent, Nous sommes descendus sans problème.;Souvent, Nous sommes descendues sans problème.;descendus;descendues;descendus;auxiliary_agreement
Souvent, Nous sommes nés sans problème.;Souvent, Nous sommes nées sans problème.;nés;nées;nés;auxiliary_agreement
Souvent, Nous sommes restés sans problème.;Souvent, Nous sommes restées sans problème.;restés;restées;restés;auxiliary_agreement
Souvent, Nous sommes entrés sans problème.;Souvent, Nous sommes entrées sans problème.;entrés;entrées;entrés;auxiliary_agreement
Souvent, Nous sommes tombés sans problème.;Souvent, Nous sommes tombées sans problème.;tombés;tombées;tombés;auxiliary_agreement
Souvent, Nous sommes allées sans problème.;Souvent, Nous sommes allé sans problème.;allées;allé;allées;auxiliary_agreement
Souvent, Nous sommes parties sans problème.;Souvent, Nous sommes parti sans problème.;parties;parti;parties;auxiliary_agreement
Souvent, Nous sommes venues sans problème.;Souvent, Nous sommes venu sans problème.;venues;venu;venues;auxiliary_agreement
Souvent, Nous sommes arrivées sans problème.;Souvent, Nous sommes arrivé sans problème.;arrivées;arrivé;arrivées;auxiliary_agreement
Souvent, Nous sommes montées sans problème.;Souvent, Nous sommes monté sans problème.;montées;monté;montées;auxiliary_agreement
Souvent, Nous sommes descendues sans problème.;Souvent, Nous sommes descendu sans problème.;descendues;descendu;descendues;auxiliary_agreement
Souvent, Nous sommes nées sans problème.;Souvent, Nous sommes né sans problème.;nées;né;nées;auxiliary_agreement
Souvent, Nous sommes restées sans problème.;Souvent, Nous sommes resté sans problème.;restées;resté;restées;auxiliary_agreement
Souvent, Nous sommes entrées sans problème.;Souvent, Nous sommes entré sans problème.;entrées;entré;entrées;auxiliary_agreement
Souvent, Nous sommes tombées sans problème.;Souvent, Nous sommes tombé sans problème.;tombées;tombé;tombées;auxiliary_agreement
Souvent, Vous êtes allés sans problème.;Souvent, Vous êtes allées sans problème.;allés;allées;allés;auxiliary_agreement
Souvent, Vous êtes partis sans problème.;Souvent, Vous êtes parties sans problème.;partis;parties;partis;auxiliary_agreement
Souvent, Vous êtes venus sans problème.;Souvent, Vous êtes venues sans problème.;venus;venues;venus;auxiliary_agreement
Souvent, Vous êtes arrivés sans problème.;Souvent, Vous êtes arrivées sans problème.;arrivés;arrivées;arrivés;auxiliary_agreement
Souvent, Vous êtes montés sans problème.;Souvent, Vous êtes montées sans problème.;montés;montées;montés;auxiliary_agreement
Souvent, Vous êtes descendus sans problème.;Souvent, Vous êtes descendues sans problème.;descendus;descendues;descendus;auxiliary_agreement
Souvent, Vous êtes nés sans problème.;Souvent, Vous êtes nées sans problème.;nés;nées;nés;auxiliary_agreement
Souvent, Vous êtes restés sans problème.;Souvent, Vous êtes restées sans problème.;restés;restées;restés;auxiliary_agreement
Souvent, Vous êtes entrés sans problème.;Souvent, Vous êtes entrées sans problème.;entrés;entrées;entrés;auxiliary_agreement
Souvent, Vous êtes tombés sans problème.;Souvent, Vous êtes tombées sans problème.;tombés;tombées;tombés;auxiliary_agreement
Souvent, Vous êtes allées sans problème.;Souvent, Vous êtes allé sans problème.;allées;allé;allées;auxiliary_agreement
Souvent, Vous êtes parties sans problème.;Souvent, Vous êtes parti sans problème.;parties;parti;parties;auxiliary_agreement
Souvent, Vous êtes venues sans problème.;Souvent, Vous êtes venu sans problème.;venues;venu;venues;auxiliary_agreement
Souvent, Vous êtes arrivées sans problème.;Souvent, Vous êtes arrivé sans problème.;arrivées;arrivé;arrivées;auxiliary_agreement
Souvent, Vous êtes montées sans problème.;Souvent, Vous êtes monté sans problème.;montées;monté;montées;auxiliary_agreement
Souvent, Vous êtes descendues sans problème.;Souvent, Vous êtes descendu sans problème.;descendues;descendu;descendues;auxiliary_agreement
Souvent, Vous êtes nées sans problème.;Souvent, Vous êtes né sans problème.;nées;né;nées;auxiliary_agreement
Souvent, Vous êtes restées sans problème.;Souvent, Vous êtes resté sans problème.;restées;resté;restées;auxiliary_agreement
Souvent, Vous êtes entrées sans problème.;Souvent, Vous êtes entré sans problème.;entrées;entré;entrées;auxiliary_agreement
Souvent, Vous êtes tombées sans problème.;Souvent, Vous êtes tombé sans problème.;tombées;tombé;tombées;auxiliary_agreement
Souvent, Ils sont allés sans problème.;Souvent, Ils sont allées sans problème.;allés;allées;allés;auxiliary_agreement
Souvent, Ils sont partis sans problème.;Souvent, Ils sont parties sans problème.;partis;parties;partis;auxiliary_agreement
Souvent, Ils sont venus sans problème.;Souvent, Ils sont venues sans problème.;venus;venues;venus;auxiliary_agreement
Souvent, Ils sont arrivés sans problème.;Souvent, Ils sont arrivées sans problème.;arrivés;arrivées;arrivés;auxiliary_agreement
Souvent, Ils sont montés sans problème.;Souvent, Ils sont montées sans problème.;montés;montées;montés;auxiliary_agreement
Souvent, Ils sont descendus sans problème.;Souvent, Ils sont descendues sans problème.;descendus;descendues;descendus;auxiliary_agreement
Souvent, Ils sont nés sans problème.;Souvent, Ils sont nées sans problème.;nés;nées;nés;auxiliary_agreement
Souvent, Ils sont restés sans problème.;Souvent, Ils sont restées sans problème.;restés;restées;restés;auxiliary_agreement
Souvent, Ils sont entrés sans problème.;Souvent, Ils sont entrées sans problème.;entrés;entrées;entrés;auxiliary_agreement
Souvent, Ils sont tombés sans problème.;Souvent, Ils sont tombées sans problème.;tombés;tombées;tombés;auxiliary_agreement
Souvent, Elles sont allées sans problème.;Souvent, Elles sont allé sans problème.;allées;allé;allées;auxiliary_agreement
Souvent, Elles sont parties sans problème.;Souvent, Elles sont parti sans problème.;parties;parti;parties;auxiliary_agreement
Souvent, Elles sont venues sans problème.;Souvent, Elles sont venu sans problème.;venues;venu;venues;auxiliary_agreement
Souvent, Elles sont arrivées sans problème.;Souvent, Elles sont arrivé sans problème.;arrivées;arrivé;arrivées;auxiliary_agreement
Souvent, Elles sont montées sans problème.;Souvent, Elles sont monté sans problème.;montées;monté;montées;auxiliary_agreement
Souvent, Elles sont descendues sans problème.;Souvent, Elles sont descendu sans problème.;descendues;descendu;descendues;auxiliary_agreement
Souvent, Elles sont nées sans problème.;Souvent, Elles sont né sans problème.;nées;né;nées;auxiliary_agreement
Souvent, Elles sont restées sans problème.;Souvent, Elles sont resté sans problème.;restées;resté;restées;auxiliary_agreement
Souvent, Elles sont entrées sans problème.;Souvent, Elles sont entré sans problème.;entrées;entré;entrées;auxiliary_agreement
