good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Avant que tu aies à la maison.;Avant que tu as à la maison.;aies;as;aies;subjunctive 
Avant que tu fasses à la maison.;Avant que tu fais à la maison.;fasses;fais;fasses;subjunctive 
Avant que tu ailles à la maison.;Avant que tu vas à la maison.;ailles;vas;ailles;subjunctive 
Avant que tu saches à la maison.;Avant que tu sais à la maison.;saches;sais;saches;subjunctive 
Avant que tu veuilles à la maison.;Avant que tu veux à la maison.;veuilles;veux;veuilles;subjunctive 
Avant que tu dises à la maison.;Avant que tu dis à la maison.;dises;dis;dises;subjunctive 
Avant que tu voies à la maison.;Avant que tu vois à la maison.;voies;vois;voies;subjunctive 
Avant que il vienne à la maison.;Avant que il vient à la maison.;vienne;vient;vienne;subjunctive 
Avant que il parte à la maison.;Avant que il part à la maison.;parte;part;parte;subjunctive 
Avant que il finisse à la maison.;Avant que il finit à la maison.;finisse;finit;finisse;subjunctive 
Avant que il prenne à la maison.;Avant que il prend à la maison.;prenne;prend;prenne;subjunctive 
Avant que il soit à la maison.;Avant que il est à la maison.;soit;est;soit;subjunctive 
Avant que il ait à la maison.;Avant que il a à la maison.;ait;a;ait;subjunctive 
Avant que il fasse à la maison.;Avant que il fait à la maison.;fasse;fait;fasse;subjunctive 
Avant que il aille à la maison.;Avant que il va à la maison.;aille;va;aille;subjunctive 
Avant que il sache à la maison.;Avant que il sait à la maison.;sache;sait;sache;subjunctive 
Avant que il veuille à la maison.;Avant que il veut à la maison.;veuille;veut;veuille;subjunctive 
Avant que il dise à la maison.;Avant que il dit à la maison.;dise;dit;dise;subjunctive 
Avant que il voie à la maison.;Avant que il voit à la maison.;voie;voit;voie;subjunctive 
Avant que elle vienne à la maison.;Avant que elle vient à la maison.;vienne;vient;vienne;subjunctive 
Avant que elle parte à la maison.;Avant que elle part à la maison.;parte;part;parte;subjunctive 
Avant que elle finisse à la maison.;Avant que elle finit à la maison.;finisse;finit;finisse;subjunctive 
Avant que elle prenne à la maison.;Avant que elle prend à la maison.;prenne;prend;prenne;subjunctive 
Avant que elle soit à la maison.;Avant que elle est à la maison.;soit;est;soit;subjunctive 
Avant que elle ait à la maison.;Avant que elle a à la maison.;ait;a;ait;subjunctive 
Avant que elle fasse à la maison.;Avant que elle fait à la maison.;fasse;fait;fasse;subjunctive 
Avant que elle aille à la maison.;Avant que elle va à la maison.;aille;va;aille;subjunctive 
Avant que elle sache à la maison.;Avant que elle sait à la maison.;sache;sait;sache;subjunctive 
Avant que elle veuille à la maison.;Avant que elle veut à la maison.;veuille;veut;veuille;subjunctive 
Avant que elle dise à la maison.;Avant que elle dit à la maison.;dise;dit;dise;subjunctive 
Avant que elle voie à la maison.;Avant que elle voit à la maison.;voie;voit;voie;subjunctive 
Avant que nous venions à la maison.;Avant que nous venons à la maison.;venions;venons;venions;subjunctive 
Avant que nous partions à la maison.;Avant que nous partons à la maison.;partions;partons;partions;subjunctive 
Avant que nous finissions à la maison.;Avant que nous finissons à la maison.;finissions;finissons;finissions;subjunctive 
Avant que nous prenions à la maison.;Avant que nous prenons à la maison.;prenions;prenons;prenions;subjunctive 
Avant que nous soyons à la maison.;Avant que nous sommes à la maison.;soyons;sommes;soyons;subjunctive 
Avant que nous ayons à la maison.;Avant que nous avons à la maison.;ayons;avons;ayons;subjunctive 
Avant que nous fassions à la maison.;Avant que nous faisons à la maison.;fassions;faisons;fassions;subjunctive 
Avant que nous allions à la maison.;Avant que nous allons à la maison.;allions;allons;allions;subjunctive 
Avant que nous sachions à la maison.;Avant que nous savons à la maison.;sachions;savons;sachions;subjunctive 
Avant que nous voulions à la maison.;Avant que nous voulons à la maison.;voulions;voulons;voulions;subjunctive 
Avant que nous disions à la maison.;Avant que nous disons à la maison.;disions;disons;disions;subjunctive 
Avant que nous voyions à la maison.;Avant que nous voyons à la maison.;voyions;voyons;voyions;subjunctive 
Avant que vous veniez à la maison.;Avant que vous venez à la maison.;veniez;venez;veniez;subjunctive 
Avant que vous partiez à la maison.;Avant que vous partez à la maison.;partiez;partez;partiez;subjunctive 
Avant que vous finissiez à la maison.;Avant que vous finissez à la maison.;finissiez;finissez;finissiez;subjunctive 
Avant que vous preniez à la maison.;Avant que vous prenez à la maison.;preniez;prenez;preniez;subjunctive 
Avant que vous soyez à la maison.;Avant que vous êtes à la maison.;soyez;êtes;soyez;subjunctive 
Avant que vous ayez à la maison.;Avant que vous avez à la maison.;ayez;avez;ayez;subjunctive 
Avant que vous fassiez à la maison.;Avant que vous faites à la maison.;fassiez;faites;fassiez;subjunctive 
Avant que vous alliez à la maison.;Avant que vous allez à la maison.;alliez;allez;alliez;subjunctive 
Avant que vous sachiez à la maison.;Avant que vous savez à la maison.;sachiez;savez;sachiez;subjunctive 
Avant que vous vouliez à la maison.;Avant que vous voulez à la maison.;vouliez;voulez;vouliez;subjunctive 
Avant que vous disiez à la maison.;Avant que vous dites à la maison.;disiez;dites;disiez;subjunctive 
Avant que vous voyiez à la maison.;Avant que vous voyez à la maison.;voyiez;voyez;voyiez;subjunctive 
Avant que ils viennent à la maison.;Avant que ils viennent à la maison.;viennent;viennent;viennent;subjunctive 
Avant que ils partent à la maison.;Avant que ils partent à la maison.;partent;partent;partent;subjunctive 
Avant que ils finissent à la maison.;Avant que ils finissent à la maison.;finissent;finissent;finissent;subjunctive 
Avant que ils prennent à la maison.;Avant que ils prennent à la maison.;prennent;prennent;prennent;subjunctive 
Avant que ils soient à la maison.;Avant que ils sont à la maison.;soient;sont;soient;subjunctive 
Avant que ils aient à la maison.;Avant que ils ont à la maison.;aient;ont;aient;subjunctive 
Avant que ils fassent à la maison.;Avant que ils font à la maison.;fassent;font;fassent;subjunctive 
Avant que ils aillent à la maison.;Avant que ils vont à la maison.;aillent;vont;aillent;subjunctive 
Avant que ils sachent à la maison.;Avant que ils savent à la maison.;sachent;savent;sachent;subjunctive 
Avant que ils veuillent à la maison.;Avant que ils veulent à la maison.;veuillent;veulent;veuillent;subjunctive 
Avant que ils disent à la maison.;Avant que ils disent à la maison.;disent;disent;disent;subjunctive 
Avant que ils voient à la maison.;Avant que ils voient à la maison.;voient;voient;voient;subjunctive 
Avant que elles viennent à la maison.;Avant que elles viennent à la maison.;viennent;viennent;viennent;subjunctive 
Avant que elles partent à la maison.;Avant que elles partent à la maison.;partent;partent;partent;subjunctive 
Avant que elles finissent à la maison.;Avant que elles finissent à la maison.;finissent;finissent;finissent;subjunctive 
Avant que elles prennent à la maison.;Avant que elles prennent à la maison.;prennent;prennent;prennent;subjunctive 
Avant que elles soient à la maison.;Avant que elles sont à la maison.;soient;sont;soient;subjunctive 
Avant que elles aient à la maison.;Avant que elles ont à la maison.;aient;ont;aient;subjunctive 
Avant que elles fassent à la maison.;Avant que elles font à la maison.;fassent;font;fassent;subjunctive 
Avant que elles aillent à la maison.;Avant que elles vont à la maison.;aillent;vont;aillent;subjunctive 
Avant que elles sachent à la maison.;Avant que elles savent à la maison.;sachent;savent;sachent;subjunctive 
Avant que elles veuillent à la maison.;Avant que elles veulent à la maison.;veuillent;veulent;veuillent;subjunctive 
Avant que elles disent à la maison.;Avant que elles disent à la maison.;disent;disent;disent;subjunctive 
Avant que elles voient à la maison.;Avant que elles voient à la maison.;voient;voient;voient;subjunctive 
Quoiqu’je vienne, il faut continuer.;Quoiqu’je viens, il faut continuer.;vienne;viens;vienne;subjunctive 
Quoiqu’je parte, il faut continuer.;Quoiqu’je pars, il faut continuer.;parte;pars;parte;subjunctive 
Quoiqu’je finisse, il faut continuer.;Quoiqu’je finis, il faut continuer.;finisse;finis;finisse;subjunctive 
Quoiqu’je prenne, il faut continuer.;Quoiqu’je prends, il faut continuer.;prenne;prends;prenne;subjunctive 
Quoiqu’je sois, il faut continuer.;Quoiqu’je suis, il faut continuer.;sois;suis;sois;subjunctive 
Quoiqu’je aie, il faut continuer.;Quoiqu’je ai, il faut continuer.;aie;ai;aie;subjunctive 
Quoiqu’je fasse, il faut continuer.;Quoiqu’je fais, il faut continuer.;fasse;fais;fasse;subjunctive 
Quoiqu’je aille, il faut continuer.;Quoiqu’je vais, il faut continuer.;aille;vais;aille;subjunctive 
Quoiqu’je sache, il faut continuer.;Quoiqu’je sais, il faut continuer.;sache;sais;sache;subjunctive 
Quoiqu’je veuille, il faut continuer.;Quoiqu’je veux, il faut continuer.;veuille;veux;veuille;subjunctive 
Quoiqu’je dise, il faut continuer.;Quoiqu’je dis, il faut continuer.;dise;dis;dise;subjunctive 
Quoiqu’je voie, il faut continuer.;Quoiqu’je vois, il faut continuer.;voie;vois;voie;subjunctive 
Quoiqu’tu viennes, il faut continuer.;Quoiqu’tu viens, il faut continuer.;viennes;viens;viennes;subjunctive 
Quoiqu’tu partes, il faut continuer.;Quoiqu’tu pars, il faut continuer.;partes;pars;partes;subjunctive 
Quoiqu’tu finisses, il faut continuer.;Quoiqu’tu finis, il faut continuer.;finisses;finis;finisses;subjunctive 
Quoiqu’tu prennes, il faut continuer.;Quoiqu’tu prends, il faut continuer.;prennes;prends;prennes;subjunctive 
Quoiqu’tu sois, il faut continuer.;Quoiqu’tu es, il faut continuer.;sois;es;sois;subjunctive 
Quoiqu’tu aies, il faut continuer.;Quoiqu’tu as, il faut continuer.;aies;as;aies;subjunctive 
Quoiqu’tu fasses, il faut continuer.;Quoiqu’tu fais, il faut continuer.;fasses;fais;fasses;subjunctive 
Quoiqu’tu ailles, il faut continuer.;Quoiqu’tu vas, il faut continuer.;ailles;vas;ailles;subjunctive 
Quoiqu’tu saches, il faut continuer.;Quoiqu’tu sais, il faut continuer.;saches;sais;saches;subjunctive 
Quoiqu’tu veuilles, il faut continuer.;Quoiqu’tu veux, il faut continuer.;veuilles;veux;veuilles;subjunctive 
Quoiqu’tu dises, il faut continuer.;Quoiqu’tu dis, il faut continuer.;dises;dis;dises;subjunctive 
Quoiqu’tu voies, il faut continuer.;Quoiqu’tu vois, il faut continuer.;voies;vois;voies;subjunctive 
Quoiqu’il vienne, il faut continuer.;Quoiqu’il vient, il faut continuer.;vienne;vient;vienne;subjunctive 
Quoiqu’il parte, il faut continuer.;Quoiqu’il part, il faut continuer.;parte;part;parte;subjunctive 
Quoiqu’il finisse, il faut continuer.;Quoiqu’il finit, il faut continuer.;finisse;finit;finisse;subjunctive 
Quoiqu’il prenne, il faut continuer.;Quoiqu’il prend, il faut continuer.;prenne;prend;prenne;subjunctive 
Quoiqu’il soit, il faut continuer.;Quoiqu’il est, il faut continuer.;soit;est;soit;subjunctive 
Quoiqu’il ait, il faut continuer.;Quoiqu’il a, il faut continuer.;ait;a;ait;subjunctive 
Quoiqu’il fasse, il faut continuer.;Quoiqu’il fait, il faut continuer.;fasse;fait;fasse;subjunctive 
Quoiqu’il aille, il faut continuer.;Quoiqu’il va, il faut continuer.;aille;va;aille;subjunctive 
Quoiqu’il sache, il faut continuer.;Quoiqu’il sait, il faut continuer.;sache;sait;sache;subjunctive 
Quoiqu’il veuille, il faut continuer.;Quoiqu’il veut, il faut continuer.;veuille;veut;veuille;subjunctive 
Quoiqu’il dise, il faut continuer.;Quoiqu’il dit, il faut continuer.;dise;dit;dise;subjunctive 
Quoiqu’il voie, il faut continuer.;Quoiqu’il voit, il faut continuer.;voie;voit;voie;subjunctive 
Quoiqu’elle vienne, il faut continuer.;Quoiqu’elle vient, il faut continuer.;vienne;vient;vienne;subjunctive 
Quoiqu’elle parte, il faut continuer.;Quoiqu’elle part, il faut continuer.;parte;part;parte;subjunctive 
Quoiqu’elle finisse, il faut continuer.;Quoiqu’elle finit, il faut continuer.;finisse;finit;finisse;subjunctive 
Quoiqu’elle prenne, il faut continuer.;Quoiqu’elle prend, il faut continuer.;prenne;prend;prenne;subjunctive 
Quoiqu’elle soit, il faut continuer.;Quoiqu’elle est, il faut continuer.;soit;est;soit;subjunctive 
Quoiqu’elle ait, il faut continuer.;Quoiqu’elle a, il faut continuer.;ait;a;ait;subjunctive 
Quoiqu’elle fasse, il faut continuer.;Quoiqu’elle fait, il faut continuer.;fasse;fait;fasse;subjunctive 
Quoiqu’elle aille, il faut continuer.;Quoiqu’elle va, il faut continuer.;aille;va;aille;subjunctive 
Quoiqu’elle sache, il faut continuer.;Quoiqu’elle sait, il faut continuer.;sache;sait;sache;subjunctive 
Quoiqu’elle veuille, il faut continuer.;Quoiqu’elle veut, il faut continuer.;veuille;veut;veuille;subjunctive 
Quoiqu’elle dise, il faut continuer.;Quoiqu’elle dit, il faut continuer.;dise;dit;dise;subjunctive 
Quoiqu’elle voie, il faut continuer.;Quoiqu’elle voit, il faut continuer.;voie;voit;voie;subjunctive 
Quoiqu’nous venions, il faut continuer.;Quoiqu’nous venons, il faut continuer.;venions;venons;venions;subjunctive 
Quoiqu’nous partions, il faut continuer.;Quoiqu’nous partons, il faut continuer.;partions;partons;partions;subjunctive 
Quoiqu’nous finissions, il faut continuer.;Quoiqu’nous finissons, il faut continuer.;finissions;finissons;finissions;subjunctive 
Quoiqu’nous prenions, il faut continuer.;Quoiqu’nous prenons, il faut continuer.;prenions;prenons;prenions;subjunctive 
Quoiqu’nous soyons, il faut continuer.;Quoiqu’nous sommes, il faut continuer.;soyons;sommes;soyons;subjunctive 
Quoiqu’nous ayons, il faut continuer.;Quoiqu’nous avons, il faut continuer.;ayons;avons;ayons;subjunctive 
Quoiqu’nous fassions, il faut continuer.;Quoiqu’nous faisons, il faut continuer.;fassions;faisons;fassions;subjunctive 
Quoiqu’nous allions, il faut continuer.;Quoiqu’nous allons, il faut continuer.;allions;allons;allions;subjunctive 
Quoiqu’nous sachions, il faut continuer.;Quoiqu’nous savons, il faut continuer.;sachions;savons;sachions;subjunctive 
Quoiqu’nous voulions, il faut continuer.;Quoiqu’nous voulons, il faut continuer.;voulions;voulons;voulions;subjunctive 
Quoiqu’nous disions, il faut continuer.;Quoiqu’nous disons, il faut continuer.;disions;disons;disions;subjunctive 
Quoiqu’nous voyions, il faut continuer.;Quoiqu’nous voyons, il faut continuer.;voyions;voyons;voyions;subjunctive 
Quoiqu’vous veniez, il faut continuer.;Quoiqu’vous venez, il faut continuer.;veniez;venez;veniez;subjunctive 
Quoiqu’vous partiez, il faut continuer.;Quoiqu’vous partez, il faut continuer.;partiez;partez;partiez;subjunctive 
Quoiqu’vous finissiez, il faut continuer.;Quoiqu’vous finissez, il faut continuer.;finissiez;finissez;finissiez;subjunctive 
Quoiqu’vous preniez, il faut continuer.;Quoiqu’vous prenez, il faut continuer.;preniez;prenez;preniez;subjunctive 
Quoiqu’vous soyez, il faut continuer.;Quoiqu’vous êtes, il faut continuer.;soyez;êtes;soyez;subjunctive 
Quoiqu’vous ayez, il faut continuer.;Quoiqu’vous avez, il faut continuer.;ayez;avez;ayez;subjunctive 
Quoiqu’vous fassiez, il faut continuer.;Quoiqu’vous faites, il faut continuer.;fassiez;faites;fassiez;subjunctive 
Quoiqu’vous alliez, il faut continuer.;Quoiqu’vous allez, il faut continuer.;alliez;allez;alliez;subjunctive 
Quoiqu’vous sachiez, il faut continuer.;Quoiqu’vous savez, il faut continuer.;sachiez;savez;sachiez;subjunctive 
Quoiqu’vous vouliez, il faut continuer.;Quoiqu’vous voulez, il faut continuer.;vouliez;voulez;vouliez;subjunctive 
Quoiqu’vous disiez, il faut continuer.;Quoiqu’vous dites, il faut continuer.;disiez;dites;disiez;subjunctive 
Quoiqu’vous voyiez, il faut continuer.;Quoiqu’vous voyez, il faut continuer.;voyiez;voyez;voyiez;subjunctive 
Quoiqu’ils viennent, il faut continuer.;Quoiqu’ils viennent, il faut continuer.;viennent;viennent;viennent;subjunctive 
Quoiqu’ils partent, il faut continuer.;Quoiqu’ils partent, il faut continuer.;partent;partent;partent;subjunctive 
Quoiqu’ils finissent, il faut continuer.;Quoiqu’ils finissent, il faut continuer.;finissent;finissent;finissent;subjunctive 
Quoiqu’ils prennent, il faut continuer.;Quoiqu’ils prennent, il faut continuer.;prennent;prennent;prennent;subjunctive 
Quoiqu’ils soient, il faut continuer.;Quoiqu’ils sont, il faut continuer.;soient;sont;soient;subjunctive 
Quoiqu’ils aient, il faut continuer.;Quoiqu’ils ont, il faut continuer.;aient;ont;aient;subjunctive 
Quoiqu’ils fassent, il faut continuer.;Quoiqu’ils font, il faut continuer.;fassent;font;fassent;subjunctive 
Quoiqu’ils aillent, il faut continuer.;Quoiqu’ils vont, il faut continuer.;aillent;vont;aillent;subjunctive 
Quoiqu’ils sachent, il faut continuer.;Quoiqu’ils savent, il faut continuer.;sachent;savent;sachent;subjunctive 
Quoiqu’ils veuillent, il faut continuer.;Quoiqu’ils veulent, il faut continuer.;veuillent;veulent;veuillent;subjunctive 
Quoiqu’ils disent, il faut continuer.;Quoiqu’ils disent, il faut continuer.;disent;disent;disent;subjunctive 
Quoiqu’ils voient, il faut continuer.;Quoiqu’ils voient, il faut continuer.;voient;voient;voient;subjunctive 
Quoiqu’elles viennent, il faut continuer.;Quoiqu’elles viennent, il faut continuer.;viennent;viennent;viennent;subjunctive 
Quoiqu’elles partent, il faut continuer.;Quoiqu’elles partent, il faut continuer.;partent;partent;partent;subjunctive 
Quoiqu’elles finissent, il faut continuer.;Quoiqu’elles finissent, il faut continuer.;finissent;finissent;finissent;subjunctive 
Quoiqu’elles prennent, il faut continuer.;Quoiqu’elles prennent, il faut continuer.;prennent;prennent;prennent;subjunctive 
Quoiqu’elles soient, il faut continuer.;Quoiqu’elles sont, il faut continuer.;soient;sont;soient;subjunctive 
Quoiqu’elles aient, il faut continuer.;Quoiqu’elles ont, il faut continuer.;aient;ont;aient;subjunctive 
Quoiqu’elles fassent, il faut continuer.;Quoiqu’elles font, il faut continuer.;fassent;font;fassent;subjunctive 
Quoiqu’elles aillent, il faut continuer.;Quoiqu’elles vont, il faut continuer.;aillent;vont;aillent;subjunctive 
Quoiqu’elles sachent, il faut continuer.;Quoiqu’elles savent, il faut continuer.;sachent;savent;sachent;subjunctive 
Quoiqu’elles veuillent, il faut continuer.;Quoiqu’elles veulent, il faut continuer.;veuillent;veulent;veuillent;subjunctive 
Quoiqu’elles disent, il faut continuer.;Quoiqu’elles disent, il faut continuer.;disent;disent;disent;subjunctive 
Quoiqu’elles voient, il faut continuer.;Quoiqu’elles voient, il faut continuer.;voient;voient;voient;subjunctive 
Il est important que je vienne rapidement.;Il est important que je viens rapidement.;vienne;viens;vienne;subjunctive 
Il est important que je parte rapidement.;Il est important que je pars rapidement.;parte;pars;parte;subjunctive 
Il est important que je finisse rapidement.;Il est important que je finis rapidement.;finisse;finis;finisse;subjunctive 
Il est important que je prenne rapidement.;Il est important que je prends rapidement.;prenne;prends;prenne;subjunctive 
Il est important que je sois rapidement.;Il est important que je suis rapidement.;sois;suis;sois;subjunctive 
Il est important que je aie rapidement.;Il est important que je ai rapidement.;aie;ai;aie;subjunctive 
Il est important que je fasse rapidement.;Il est important que je fais rapidement.;fasse;fais;fasse;subjunctive 
Il est important que je aille rapidement.;Il est important que je vais rapidement.;aille;vais;aille;subjunctive 
Il est important que je sache rapidement.;Il est important que je sais rapidement.;sache;sais;sache;subjunctive 
Il est important que je veuille rapidement.;Il est important que je veux rapidement.;veuille;veux;veuille;subjunctive 
Il est important que je dise rapidement.;Il est important que je dis rapidement.;dise;dis;dise;subjunctive 
Il est important que je voie rapidement.;Il est important que je vois rapidement.;voie;vois;voie;subjunctive 
Il est important que tu viennes rapidement.;Il est important que tu viens rapidement.;viennes;viens;viennes;subjunctive 
Il est important que tu partes rapidement.;Il est important que tu pars rapidement.;partes;pars;partes;subjunctive 
Il est important que tu finisses rapidement.;Il est important que tu finis rapidement.;finisses;finis;finisses;subjunctive 
Il est important que tu prennes rapidement.;Il est important que tu prends rapidement.;prennes;prends;prennes;subjunctive 
Il est important que tu sois rapidement.;Il est important que tu es rapidement.;sois;es;sois;subjunctive 
Il est important que tu aies rapidement.;Il est important que tu as rapidement.;aies;as;aies;subjunctive 
Il est important que tu fasses rapidement.;Il est important que tu fais rapidement.;fasses;fais;fasses;subjunctive 
Il est important que tu ailles rapidement.;Il est important que tu vas rapidement.;ailles;vas;ailles;subjunctive 
Il est important que tu saches rapidement.;Il est important que tu sais rapidement.;saches;sais;saches;subjunctive 
Il est important que tu veuilles rapidement.;Il est important que tu veux rapidement.;veuilles;veux;veuilles;subjunctive 
Il est important que tu dises rapidement.;Il est important que tu dis rapidement.;dises;dis;dises;subjunctive 
Il est important que tu voies rapidement.;Il est important que tu vois rapidement.;voies;vois;voies;subjunctive 
Il est important que il vienne rapidement.;Il est important que il vient rapidement.;vienne;vient;vienne;subjunctive 
Il est important que il parte rapidement.;Il est important que il part rapidement.;parte;part;parte;subjunctive 
Il est important que il finisse rapidement.;Il est important que il finit rapidement.;finisse;finit;finisse;subjunctive 
Il est important que il prenne rapidement.;Il est important que il prend rapidement.;prenne;prend;prenne;subjunctive 
Il est important que il soit rapidement.;Il est important que il est rapidement.;soit;est;soit;subjunctive 
Il est important que il ait rapidement.;Il est important que il a rapidement.;ait;a;ait;subjunctive 
Il est important que il fasse rapidement.;Il est important que il fait rapidement.;fasse;fait;fasse;subjunctive 
Il est important que il aille rapidement.;Il est important que il va rapidement.;aille;va;aille;subjunctive 
Il est important que il sache rapidement.;Il est important que il sait rapidement.;sache;sait;sache;subjunctive 
Il est important que il veuille rapidement.;Il est important que il veut rapidement.;veuille;veut;veuille;subjunctive 
Il est important que il dise rapidement.;Il est important que il dit rapidement.;dise;dit;dise;subjunctive 
Il est important que il voie rapidement.;Il est important que il voit rapidement.;voie;voit;voie;subjunctive 
Il est important que elle vienne rapidement.;Il est important que elle vient rapidement.;vienne;vient;vienne;subjunctive 
Il est important que elle parte rapidement.;Il est important que elle part rapidement.;parte;part;parte;subjunctive 
Il est important que elle finisse rapidement.;Il est important que elle finit rapidement.;finisse;finit;finisse;subjunctive 
Il est important que elle prenne rapidement.;Il est important que elle prend rapidement.;prenne;prend;prenne;subjunctive 
Il est important que elle soit rapidement.;Il est important que elle est rapidement.;soit;est;soit;subjunctive 
Il est important que elle ait rapidement.;Il est important que elle a rapidement.;ait;a;ait;subjunctive 
Il est important que elle fasse rapidement.;Il est important que elle fait rapidement.;fasse;fait;fasse;subjunctive 
Il est important que elle aille rapidement.;Il est important que elle va rapidement.;aille;va;aille;subjunctive 
Il est important que elle sache rapidement.;Il est important que elle sait rapidement.;sache;sait;sache;subjunctive 
Il est important que elle veuille rapidement.;Il est important que elle veut rapidement.;veuille;veut;veuille;subjunctive 
Il est important que elle dise rapidement.;Il est important que elle dit rapidement.;dise;dit;dise;subjunctive 
Il est important que elle voie rapidement.;Il est important que elle voit rapidement.;voie;voit;voie;subjunctive 
Il est important que nous venions rapidement.;Il est important que nous venons rapidement.;venions;venons;venions;subjunctive 
Il est important que nous partions rapidement.;Il est important que nous partons rapidement.;partions;partons;partions;subjunctive 
Il est important que nous finissions rapidement.;Il est important que nous finissons rapidement.;finissions;finissons;finissions;subjunctive 
Il est important que nous prenions rapidement.;Il est important que nous prenons rapidement.;prenions;prenons;prenions;subjunctive 
Il est important que nous soyons rapidement.;Il est important que nous sommes rapidement.;soyons;sommes;soyons;subjunctive 
Il est important que nous ayons rapidement.;Il est important que nous avons rapidement.;ayons;avons;ayons;subjunctive 
Il est important que nous fassions rapidement.;Il est important que nous faisons rapidement.;fassions;faisons;fassions;subjunctive 
Il est important que nous allions rapidement.;Il est important que nous allons rapidement.;allions;allons;allions;subjunctive 
Il est important que nous sachions rapidement.;Il est important que nous savons rapidement.;sachions;savons;sachions;subjunctive 
Il est important que nous voulions rapidement.;Il est important que nous voulons rapidement.;voulions;voulons;voulions;subjunctive 
Il est important que nous disions rapidement.;Il est important que nous disons rapidement.;disions;disons;disions;subjunctive 
Il est important que nous voyions rapidement.;Il est important que nous voyons rapidement.;voyions;voyons;voyions;subjunctive 
Il est important que vous veniez rapidement.;Il est important que vous venez rapidement.;veniez;venez;veniez;subjunctive 
Il est important que vous partiez rapidement.;Il est important que vous partez rapidement.;partiez;partez;partiez;subjunctive 
Il est important que vous finissiez rapidement.;Il est important que vous finissez rapidement.;finissiez;finissez;finissiez;subjunctive 
Il est important que vous preniez rapidement.;Il est important que vous prenez rapidement.;preniez;prenez;preniez;subjunctive 
Il est important que vous soyez rapidement.;Il est important que vous êtes rapidement.;soyez;êtes;soyez;subjunctive 
Il est important que vous ayez rapidement.;Il est important que vous avez rapidement.;ayez;avez;ayez;subjunctive 
Il est important que vous fassiez rapidement.;Il est important que vous faites rapidement.;fassiez;faites;fassiez;subjunctive 
Il est important que vous alliez rapidement.;Il est important que vous allez rapidement.;alliez;allez;alliez;subjunctive 
Il est important que vous sachiez rapidement.;Il est important que vous savez rapidement.;sachiez;savez;sachiez;subjunctive 
Il est important que vous vouliez rapidement.;Il est important que vous voulez rapidement.;vouliez;voulez;vouliez;subjunctive 
Il est important que vous disiez rapidement.;Il est important que vous dites rapidement.;disiez;dites;disiez;subjunctive 
Il est important que vous voyiez rapidement.;Il est important que vous voyez rapidement.;voyiez;voyez;voyiez;subjunctive 
Il est important que ils viennent rapidement.;Il est important que ils viennent rapidement.;viennent;viennent;viennent;subjunctive 
Il est important que ils partent rapidement.;Il est important que ils partent rapidement.;partent;partent;partent;subjunctive 
Il est important que ils finissent rapidement.;Il est important que ils finissent rapidement.;finissent;finissent;finissent;subjunctive 
Il est important que ils prennent rapidement.;Il est important que ils prennent rapidement.;prennent;prennent;prennent;subjunctive 
Il est important que ils soient rapidement.;Il est important que ils sont rapidement.;soient;sont;soient;subjunctive 
Il est important que ils aient rapidement.;Il est important que ils ont rapidement.;aient;ont;aient;subjunctive 
Il est important que ils fassent rapidement.;Il est important que ils font rapidement.;fassent;font;fassent;subjunctive 
Il est important que ils aillent rapidement.;Il est important que ils vont rapidement.;aillent;vont;aillent;subjunctive 
Il est important que ils sachent rapidement.;Il est important que ils savent rapidement.;sachent;savent;sachent;subjunctive 
Il est important que ils veuillent rapidement.;Il est important que ils veulent rapidement.;veuillent;veulent;veuillent;subjunctive 
Il est important que ils disent rapidement.;Il est important que ils disent rapidement.;disent;disent;disent;subjunctive 
Il est important que ils voient rapidement.;Il est important que ils voient rapidement.;voient;voient;voient;subjunctive 
Il est important que elles viennent rapidement.;Il est important que elles viennent rapidement.;viennent;viennent;viennent;subjunctive 
Il est important que elles partent rapidement.;Il est important que elles partent rapidement.;partent;partent;partent;subjunctive 
Il est important que elles finissent rapidement.;Il est important que elles finissent rapidement.;finissent;finissent;finissent;subjunctive 
Il est important que elles prennent rapidement.;Il est important que elles prennent rapidement.;prennent;prennent;prennent;subjunctive 
Il est important que elles soient rapidement.;Il est important que elles sont rapidement.;soient;sont;soient;subjunctive 
Il est important que elles aient rapidement.;Il est important que elles ont rapidement.;aient;ont;aient;subjunctive 
Il est important que elles fassent rapidement.;Il est important que elles font rapidement.;fassent;font;fassent;subjunctive 
Il est important que elles aillent rapidement.;Il est important que elles vont rapidement.;aillent;vont;aillent;subjunctive 
Il est important que elles sachent rapidement.;Il est important que elles savent rapidement.;sachent;savent;sachent;subjunctive 
Il est important que elles veuillent rapidement.;Il est important que elles veulent rapidement.;veuillent;veulent;veuillent;subjunctive 
Il est important que elles disent rapidement.;Il est important que elles disent rapidement.;disent;disent;disent;subjunctive 
Il est important que elles voient rapidement.;Il est important que elles voient rapidement.;voient;voient;voient;subjunctive 
Je souhaite que je vienne bien.;Je souhaite que je viens bien.;vienne;viens;vienne;subjunctive 
Je souhaite que je parte bien.;Je souhaite que je pars bien.;parte;pars;parte;subjunctive 
Je souhaite que je finisse bien.;Je souhaite que je finis bien.;finisse;finis;finisse;subjunctive 
Je souhaite que je prenne bien.;Je souhaite que je prends bien.;prenne;prends;prenne;subjunctive 
Je souhaite que je sois bien.;Je souhaite que je suis bien.;sois;suis;sois;subjunctive 
